英文文件,英文题号,英文题干,状态,中文来源文件,中文来源题号,中文来源题干,备注
英文版第四章.docx,62,62.A key element required to ensure an anti-money laundering compliance program is effectively embedded into an institution＇s culture is,已一致,第四章.docx,155,155.确保将一项反洗钱合规制度有效融入机构文化的一个关键因素是什么?,解析内容已与中文版一致
英文版第四章.docx,63,63.(多选题)At a minimum， who should receive role-specific AML training?（Choose three.）,已一致,第四章.docx,156,156.(多选题)至少谁应该接受特定角色的AML培训?（选择三个）,解析内容已与中文版一致
英文版第四章.docx,64,64.An AML training program should include which requirement?,已一致,第四章.docx,40,40.反洗钱培训计划应包括哪些要求?,解析内容已与中文版一致
英文版第四章.docx,65,65.Which activity would require an update to the first line training program?,已一致,第四章.docx,41,41.哪些活动需要更新一线培训计划?,解析内容已与中文版一致
英文版第四章.docx,66,66.AML training programs should extend beyond basic concepts to deliver targeted training by:,已一致,第四章.docx,46,46.反洗钱培训计划应超越基本概念，通过以下方式提供有针对性的培训?,解析内容已与中文版一致
英文版第四章.docx,67,67.How can violations of anti-money laundering laws be a risk to individuals?,已一致,第四章.docx,45,45.个人违反反洗钱相关法律法规会存在什么样的风险?,解析内容已与中文版一致
英文版第四章.docx,68,68.(多选题)Which risks could an employee face for violations of AML/CFT laws and regulations? (Choose three.),已一致,第四章.docx,42,42.(多选题)员工违反AML/CFT法律法规可能面临哪些风险?（选择三个）,解析内容已与中文版一致
英文版第四章.docx,69,69.The findings of an internal audit discover that a large group of employees do not know how to handle Politically Exposed Persons (PEPs). Which is the next course of action that should be taken?,已一致,第四章.docx,43,43.内部审计发现，大量员工不知道如何处理政治公众人物（PEP）。下一步应该采取什么行动?,解析内容已与中文版一致
英文版第四章.docx,70,70.A director of a financial institution was convicted of laundering money as part of a Ponzi scheme and terminated. As a result of an internal investigation evidence proved that an employee assisted in the illegal activity.Which action should the institution take?,已一致,第四章.docx,44,44.一家金融机构的主管因洗钱而被判为庞氏骗局的一部分，并被解雇。由于内部调查，证据证明一名雇员参与了非法活动，该机构应采取何种行动?,解析内容已与中文版一致
英文版第四章.docx,71,71.A compliance officer provides an overview of the bank's anti-money laundering program to a group of new tellers during employee orientation. Which training element should be delivered to this audience?,已一致,第四章.docx,47,47.一个合规专员在新员工介绍会时向一组新出纳员概述了该银行的反洗钱项目。哪些培训元素应该传递给观众?,解析内容已与中文版一致
英文版第四章.docx,72,72.A retail bank has just acquired a credit card business. The bank's anti-money laundering policy requires that new employees are trained within 30 days of their hire date and refresher training is delivered to all employees on an annual basis.Is the bank's existing anti-money laundering training adequate to be delivered to employees of the newly acquired credit card business?,已一致,第四章.docx,48,48.一家零售银行获得了信用卡业务。银行的反洗钱政策要求新雇员在入职30天内接受培训，并且所有雇员每年都要接受复习培训。这个银行的反洗钱培训对员工在新取得的信用卡业务上的培训是否充足?,解析内容已与中文版一致
英文版第四章.docx,73,73.Who has the day-to-day responsibility of communicating and reinforcing the established anti-money laundering compliance culture and program?,已一致,第四章.docx,49,49.谁负责对设立的反洗钱合规文化和项目进行日常沟通和执行?,解析内容已与中文版一致
英文版第四章.docx,74,74.What is the best way for the supervision entity to confirm that its legal compliance system for preventing money laundering/combating terrorist financing is effective?,已一致,第四章.docx,157,157.监理实体确认其防制洗钱/打击资助恐怖主义活动的法规遵循制度体系有效之最佳方式为何?,解析内容已与中文版一致
英文版第四章.docx,75,75.To ensure the independence of an audit for an AML program those involved in the audit would best be described as being:（1）,已一致,第四章.docx,158,158.为了确保反洗钱（AML）项目的审计独立性，参与审计的人员最好符合以下哪种描述?,解析内容已与中文版一致
英文版第四章.docx,76,76.What kind of person should perform the independent testing of an institution＇s anti-money laundering program?,已一致,第四章.docx,159,159.应由以下哪类人员对机构的反洗钱制度进行独立测试?,解析内容已与中文版一致
英文版第四章.docx,77,77.How should a compliance program respond to an AML audit finding?,已一致,第四章.docx,160,160.合规计划应如何应对AML审计结果:,解析内容已与中文版一致
英文版第四章.docx,78,78.(多选题)The regulators of a US financial institution find that the institution has failed to establish and maintain a reasonably designed AML program. Which regulatory actions should be taken? （Choose Two.）,已一致,第四章.docx,161,161.(多选题)金融机构的监管机构发现该机构未能建立和维持合理设计的反洗钱计划。应采取哪些监管措施?（选择两个）,解析内容已与中文版一致
英文版第四章.docx,79,"79.To ensure the independence of an audit for an AML/CFT program, those involved in the audit would best be described as being:",已一致,第四章.docx,50,50.为确保对反洗钱/反恐怖融资方案进行审计的独立性，参与审计的人最好被描述为:,解析内容已与中文版一致
英文版第四章.docx,80,"80.A recent anti-money laundering audit revealed several regulatory reporting violations and lapses with the organization's anti-money laundering policy. As a result, the compliance officer has created a follow-up matrix to document progress in correcting the identified deficiencies. To whom should the compliance officer provide regular updates of corrective action to help ensure the appropriate oversight?",已一致,第四章.docx,51,51.最近一次反洗钱审计揭露了一些监管报告违规活动和组织反洗钱政策的过失。结果，合规官员建立跟进措施记录纠正已发现错误的进程。合规专员应该向谁提供纠正措施的更新以帮助确保合适的监管?,解析内容已与中文版一致
英文版第四章.docx,81,81.An anti-money laundering audit identifies a significant weakness in how transaction monitoring alerts are cleared.Audit sampling identified potentially suspicious activity that was cleared as not suspicious. Management accepts the audit finding and develops a remediation plan.What is the role of the auditor during the correction phase?,已一致,第四章.docx,52,52.会计师在一次对反洗钱进行审计的过程中发现在交易监控警报解除这个环节上存在重大的缺陷。审计抽样发现潜在可疑活动未被标记为可疑并做提示。管理层接受了这个审计的发现并决定制定补救计划。下列哪一项正确说明在更正阶段会计师的角色是怎样的?,解析内容已与中文版一致
英文版第四章.docx,82,"82.As a result of an audit, a policy exception was identified that had been approved by the compliance officer. The auditor determined that the policy exception is a violation of a regulatory requirement. What should the auditor do?",已一致,第四章.docx,53,53.一次审计发现，合规专员批准了一个政策例外。审计师认为这个政策例外违反了法规要求，审计师应该做什么?,解析内容已与中文版一致
英文版第四章.docx,83,83.(多选题)What are the most effective measures that can be taken to boost risk appetite awareness across an organization after a Risk Appetite Statement（RAS）has been set and a risk appetite framework has been drafted?（Choose Three.）,已一致,第四章.docx,162,162.(多选题)在制定了风险偏好声明并起草了风险偏好框架后，如何在整个组织内有效提高风险偏好意识?（请选择三项）,解析内容已与中文版一致
英文版第四章.docx,84,84.(多选题)What is the purpose of a Risk Appetite Statement（RAS）and its linkages while implementing organizational controls?（Choose Two.）,已覆盖,第四章.docx,163,163.(多选题)风险偏好声明的目的是什么?在实施组织控制时，它与哪些因素相关?（请选择两个）,按题干、选项和答案确认对应后覆盖
英文版第四章.docx,85,"85.AML/CFT departments often collect information about customer activities and product usage, which may be valuable to other departments in the organization. Before allowing AML/CFT departments to share this information internally, organizations must first review:",已一致,第四章.docx,164,164.反洗钱/反恐融资（AML/CFT）部门经常收集有关客户活动和产品使用情况的信息，这些信息可能对组织内的其他部门有价值。在允许AML/CFT部门在内部共享这些信息之前，组织必须先审查:,解析内容已与中文版一致
英文版第四章.docx,86,86.A relationship manager in a bank has had a private banking customer for 10years. The customer has business accounts and investments and seeks advice on the creation of a company overseas. The relationship manager refers the customer to the commercial banking manager and vouches for the customer. Which of the following risk factors is the most important?,已一致,第四章.docx,165,165.一家银行的客户经理与一位私人银行客户建立业务关系已10年。该客户拥有商业账户和投资，并寻求在海外创建公司的建议。该客户经理将该客户介绍给商业银行经理，并为该客户做了担保。以下哪项是最重要的风险因素?,解析内容已与中文版一致
英文版第四章.docx,87,87.Which regulation regarding data privacy has to be considered while carrying out a financial crime investigation?,已一致,第四章.docx,54,54.在进行金融犯罪调查时，必须考虑哪些有关数据隐私的规定?,解析内容已与中文版一致
英文版第四章.docx,88,88.One key aspect of promoting an enterprise-wide compliance culture within a financial institution (FI) is that the:,已一致,第四章.docx,55,55.在金融机构（FI）内促进全企业合规文化的一个关键方面是:,解析内容已与中文版一致
英文版第四章.docx,89,89.What might limit a compliance officer's ability to respond to a foreign law enforcement official's request to provide information with regard to an anti-money laundering investigation?,已一致,第四章.docx,56,56.什么可能限制一个合规专员对外国执法专员要求提供反洗钱调查信息的回应能力?,解析内容已与中文版一致
英文版第四章.docx,90,90.Which factor should a financial institution (FI) consider prior to sharing customer records within the same jurisdiction?,已一致,第四章.docx,57,57.在同一司法管辖区内共享客户记录之前，金融机构（FI）应考虑哪些因素?,解析内容已与中文版一致
英文版第四章.docx,91,91.What principles should auditors follow when conducting anti money laundering investigations regarding the protection of privacy and data?,已一致,第四章.docx,58,58.审计师在进行反洗钱调查时，应遵守哪条关于保护隐私和数据的原则?,解析内容已与中文版一致
英文版第四章.docx,92,92.Who has the ultimate responsibility within a bank for ensuring that the bank has a comprehensive and effective Bank Secrecy Act / anti-money laundering (BSA/AML) program and oversight framework that is reasonably designed to ensure compliance with applicable regulations?,已一致,第四章.docx,59,59.在银行内部，谁负有最终责任，确保银行合理设计并制定全面有效的《银行保密法》/反洗钱（BSA/AML）制度和监督框架，以确保遵守使用法律法规?,解析内容已与中文版一致
英文版第四章.docx,93,93.Which statement about a multinational institution's ability to fully investigate unusual activity in all its foreign operations is correct?,已一致,第四章.docx,60,60.关于多国机构全面调查其国外业务异常活动的能力的说法，哪些是正确的?,解析内容已与中文版一致
英文版第四章.docx,94,94.Which factor should a bank consider before sharing information about a customer with its broker-dealer affiliate in the case of an investigation?,已一致,第四章.docx,61,61.在调查的情况下，银行在与经纪商代销商分享客户信息之前，应该考虑哪些因素?,解析内容已与中文版一致
英文版第四章.docx,95,"95.When considering sharing information across the institution or within the same jurisdiction, what is the key legal issue that poses challenges to sharing customer-related information?",已一致,第四章.docx,62,62.在考虑跨机构或在同一辖区内共享信息时，对共享客户相关信息构成挑战的关键法律问题是什么?,解析内容已与中文版一致
英文版第四章.docx,96,96.A financial institution is designing an Enterprise-Wide Risk Assessment（EWRA）。According to the Wolfsberg Group's risk-based approach to AML an effective EWRA should:,已一致,第四章.docx,166,166.一家金融机构正在设计企业范围风险评估。根据沃尔夫斯堡集团（WolfsbergGroup）提出的基于风险的方法，一个有效的EWRA应该:,解析内容已与中文版一致
英文版第四章.docx,97,"97.The local manager of the remote mortgage department of a financial institution has just found out that there is no sanctions screening for new customers. In this case, what action should the local manager take?",已一致,第四章.docx,63,63.一家金融机构的远程抵押贷款部门的当地经理刚刚发现，没有对新客户进行制裁筛选。在这种情况下，本地经理应该采取哪种行动?,解析内容已与中文版一致
英文版第四章.docx,98,"98.When a financial institution (FI) receives a court production order from law enforcement, it should:",已一致,第三章.docx,29,29.当金融机构（FI）收到来自执法部门的法院指令时，应:,解析内容已与中文版一致
英文版第四章.docx,99,99.What is an essential element of Know Your Customer (KYC) standards according to the Basel Committee's Customer Due Diligence for Banks paper?,已一致,第四章.docx,64,64.根据巴塞尔委员会发布的<<银行客户尽职调查白皮书>>了解你的客户标准中最重要的内容是?,解析内容已与中文版一致
英文版第四章.docx,100,100.A credit institution has been served with a preliminary findings report highlighting major deviations from AML obligations in its country and stating that it faces the possibility of withdrawal of its banking license. Which authorities could have issued the report?,已一致,第四章.docx,203,203.一家信贷机构收到了初步调查报告，指出其在反洗钱义务方面与其所在国存在重大偏离，并表示面临撤销银行执照的可能性。哪个机构可能会发出该报告？,解析内容已与中文版一致
英文版第四章.docx,101,101.Which of the following best describes the Basel Committee on Banking Supervision＇s principles on customer due diligence?,已一致,第三章.docx,126,126.以下哪项最能描述巴塞尔银行监管委员会关于客户尽职调查的原则?,解析内容已与中文版一致
英文版第四章.docx,102,102.A close relative of a privately-owned bank's senior manager requests to open an account. Because of this relationship， the staff expedites the opening of the account without following established account-opening procedures. Applying the Basel Committee on Banking Supervision principles， which of the following poses the highest operational risk?,已一致,第四章.docx,168,168.一家私人银行高级经理的近亲要求开户。由于这种关系，工作人员在不遵循以下要求的情况下加快开户建立开户程序。应用巴塞尔银行委员会监管原则，以下哪项构成最高的运营风险?,解析内容已与中文版一致
英文版第四章.docx,103,"103.A customer of a bank is an established art dealer. Within KYC due diligence processes, which constitutes a triggering event that requires ongoing due diligence on this client?",已一致,第四章.docx,65,65.某银行的一个客户是一个成熟的艺术品经销商。在KYC尽职调查过程中，哪种情况构成触发事件，需要对该客户进行持续的尽职调查?,解析内容已与中文版一致
英文版第四章.docx,104,104.Which of the following does an effective know-your-customer system include?,已一致,第四章.docx,169,169.有效之了解您的客户制度包含以下何者?,解析内容已与中文版一致
英文版第四章.docx,105,"105.According to the Basel Committee's principles on customer due diligence, a bank should:",已一致,第四章.docx,66,66.根据巴塞尔委员会关于客户尽职调查的原则，银行应该:,解析内容已与中文版一致
英文版第四章.docx,106,"106.(多选题)When investigating an AML event, which techniques would be used to investigate suspected mule accounts? (Choose three.)",已一致,第四章.docx,67,67.(多选题)在调查反洗钱事件时，将使用哪些技术来调查可疑的钱骡账户（muleaccounts）?（选择三个。）,解析内容已与中文版一致
英文版第四章.docx,107,107.(多选题)Which of the following scenarios warrants enhanced due diligence（EDD）?（Choose Three.）,已一致,第四章.docx,170,170.(多选题)以下哪些情境需要进行增强尽职调查（EDD）（请选择三个选项）,解析内容已与中文版一致
英文版第四章.docx,108,"108.(多选题)According to the Basel Committee principles, which actions would make a customer identification program at a bank more robust?（Choose Two.）",已一致,第四章.docx,171,171.(多选题)根据巴塞尔委员会的原则，以下哪些措施可以增强银行的客户识别计划（请选择两个）,解析内容已与中文版一致
英文版第四章.docx,109,109.A financial institution＇s （Fl＇s） policy is to apply enhanced due diligence（EDD）for every new client to ensure the effectiveness of the program. How should a consultant advise the Fl＇s management team?,已一致,第四章.docx,172,172.金融机构的政策是对每一位新客户进行强化尽职调查，以确保该计划的有效性。顾问应如何向Fl的管理团队提供建议?,解析内容已与中文版一致
英文版第四章.docx,110,110.Transfers of money over the last 6months to a corporation in a jurisdiction with strict secrecy laws triggered an alert. Which of the following should cause the most suspicion of money laundering?,已一致,第四章.docx,173,173.在过去6个月里，客户向一家具有严格保密法管辖区内的公司转账引发了警报。下列哪一项最可能引起洗钱嫌疑?,解析内容已与中文版一致
英文版第四章.docx,111,111.What kind of situation requires enhanced due diligence (EDD) on customers?,已一致,第四章.docx,68,68.哪种情况需要对客户进行强化尽职调查（EDD）?,解析内容已与中文版一致
英文版第四章.docx,112,112.Normal account-opening procedures reveal a customer who contacted a financial institution to open a bank account is the brother of a prominent member of a foreign judiciary. Which of the following actions should the anti-money laundering specialist recommend immediately?,已一致,第四章.docx,174,174.正常开户程序显示，联系金融机构开立银行账户的客户是外国司法机构一名知名成员的兄弟。反洗钱专家应立即建议以下哪项行动?,解析内容已与中文版一致
英文版第四章.docx,113,113.Which information should be gathered as part of enhanced due diligence (EDD) for a high-risk customer?,已一致,第四章.docx,69,69.应收集哪些信息作为高风险客户增强尽职调查（EDD）的一部分?,解析内容已与中文版一致
英文版第四章.docx,114,"114.According to the Basel Committee on Banking Supervision, banks should deal with high-risk customers by:",已一致,第四章.docx,70,70.根据巴塞尔银行监管委员会，银行应通过以下方式处理高风险客户:,解析内容已与中文版一致
英文版第四章.docx,115,115.Enhanced due diligence (EDD) may be bypassed for which situation?,已一致,第四章.docx,71,71.哪种情况下可以不必增强尽职调查（EDD）?,解析内容已与中文版一致
英文版第四章.docx,116,116.(多选题)A financial institution has expanded its scope of services so that it is attracting the business of politically exposed persons (PEPs) who had previously never been part of the customer base.Which two courses of action should the compliance officer include in the institution's procedures for considering PEPs as customers? (Choose two.),已一致,第四章.docx,72,"72.(多选题)一个金融机构扩大了它的服务范围,从而吸引了政治公众人物的业务，这类人以前从未在客户群里面。在考虑将PEP(politically exposed persons）作为客户时合规官员应该采取哪两个行动?(选择两个答案)",解析内容已与中文版一致
英文版第四章.docx,117,"117.A banker in the credit department wants to assess the risk of all customers, and contacts the compliance officer to request a list of customers with suspicious transaction report filings.What should be done to protect suspicious transaction report information?",已一致,第四章.docx,73,73.信贷部门的银行家希望评估所有客户的风险，并与合规专员联系，要求提供可疑交易报告归档的客户名单。保护可疑交易报告信息应采取什么措施:,解析内容已与中文版一致
英文版第四章.docx,118,118.A foreign politically exposed person (PEP) requests to add a beneficiary to a life insurance policy.How should the request be processed to mitigate risk?,已一致,第四章.docx,74,74.外国政治公众人物要求向人寿保险保单中加入受益人。应如何处理请求以降低风险?,解析内容已与中文版一致
英文版第四章.docx,119,"119.(多选题)Appendix 4 of the Consultation Document on General Guidelines for Opening Accounts issued by the Basel Committee lists the information that should be obtained when confirming a ""legal person"". Which three pieces of information belong to the suggested content?",已一致,第四章.docx,175,"175.(多选题)巴塞尔委员会于发布之《开户一般指引咨询文件》附录四列出确认""法人""时应取得的资讯。哪三项资讯属于建议内容?",解析内容已与中文版一致
英文版第四章.docx,120,120.Before providing suspicious activity report documentation to an authorized requestor， the institution should first:,已一致,第四章.docx,176,176.在向授权请求者提供可疑活动报告文件之前，机构应首先:,解析内容已与中文版一致
英文版第四章.docx,121,121.(多选题)A senior government official is trying to open an account in a financial institution （FI） that operates in a different country from where the official is domiciled. The official is using an asset manager intermediary to represent them. According to the Wolfsberg Group， which next steps should the FI take regarding the opening of the account? （Choose Three.）,已一致,第四章.docx,177,177.(多选题)一名高级政府官员正试图在一家金融机构（FI）开立账户，该金融机构在该官员居住的不同国家运营。该官员正在使用一家资产管理中介机构来代表他们。根据沃尔夫斯堡集团的说法，金融机构在开户方面应采取哪些下一步措施?（选择三个）,解析内容已与中文版一致
英文版第四章.docx,122,122.A bank customer operates a fuel station as a sole proprietorship. The customer places deposits and other credits in a business account. The customer routinely transfers money from the business account to a brokerage account where he invests in money market securities. Thecustomer also routinely makes monthly transfers to a credit card and line of credit to pay off balances. The volume of activity flowing through the business account has doubled in the past 3 months. An internal investigator reviews business account statements and credit card activity for the past 3 months， scans media articles about the customer， and interviews the account officer about the customer and account activity. This internal investigation did not provide an explanation for the increased activity1. Which of the following should the anti-money laundering specialist recommend to the internal investigator?,已一致,第四章.docx,178,178.银行客户作为独资企业经营加油站。客户将存款和其他信贷存入商业账户。客户通常将资金从商业账户转移到他投资货币市场证券的经纪账户。客户还定期每月转账到信用卡和信用额度，以支付余额。在过去3个月里，通过商业账户流动的活动量翻了一番。内部调查员审查过去3个月的业务账户对账单和信用卡活动，扫描有关客户的媒体文章，并就客户和账户活动采访账户主管。本次内部调查并未对活动增加作出解释。反洗钱专家应向内部调查员推荐以下哪项?,解析内容已与中文版一致
英文版第四章.docx,123,123.An offshore company is owned by four equal partners that reside in separate jurisdictions. One partner presents an authenticated power of attorney apparently executed by the remaining three partners in his favor and requests that a bank account be opened on behalf of all partners. He needs this done quickly because there is a large deposit pending. The account-opening officer contacts the bank＇s anti-money laundering officer for advice. Which of the following should the anti-money laundering officer advise as an initial step?,已一致,第四章.docx,179,179.一家离岸公司由居住在不同司法管辖区的四个平等合伙人所有。一名合伙人提交一份经认证的授权书，该授权书显示由其余三名合伙人以其为受益人签署，并要求代表所有合伙人开立一个银行账户。他需要尽快完成这项工作，因为还有一大笔存款待存。开户官员联系银行的反洗钱官员寻求建议。作为第一步，反洗钱官员应建议以下哪项?,解析内容已与中文版一致
英文版第四章.docx,124,124.According to the Basel Committee，customer acceptance， customer due diligence， and record-keeping policies and procedures should be changed as necessary to:,已一致,第四章.docx,180,180.根据巴塞尔委员会的规定，客户接受、客户尽职调查以及记录保存政策和程序应根据需要进行更改，以:,解析内容已与中文版一致
英文版第四章.docx,125,"125.When assessing and managing money laundering risks while operating in foreign jurisdictions different from that of the head office, an effective AML monitoring program should:",已一致,第四章.docx,75,75.在评估和管理在不同于总部的外国司法管辖区运作时的洗钱风险时，一个有效的反洗钱监测方案应该:,解析内容已与中文版一致
英文版第四章.docx,126,"126.In accordance with FATF standards, when the minimum AML requirements of the host country where a FI operates are less strict than those of the FI's home country, the FI:",已一致,第四章.docx,201,201.根据金融行动工作组的标准，如果金融行动机构所在的东道国对反洗钱的最低要求不如该机构本国的要求严格，该机构：,解析内容已与中文版一致
英文版第四章.docx,127,127.When a government imposes economicsanctions on a target，the purpose is to:,已一致,第四章.docx,181,181.当政府对某个目标实施经济制裁时，其目的是:,解析内容已与中文版一致
英文版第四章.docx,128,128.(多选题)Which is a purpose of imposing sanctions?（Choose two）,已一致,第四章.docx,182,182.(多选题)实施制裁的目的是什么?（选择两项）,解析内容已与中文版一致
英文版第四章.docx,129,129.What is a tool governments and multi-national bodies can use to prevent the proliferation of weapons of mass destruction?,已一致,第四章.docx,78,78.政府和多国机构可以用来防止大规模毁灭性武器扩散的工具是什么?,解析内容已与中文版一致
英文版第四章.docx,130,130.Why do governments and multi-national bodies impose economic sanctions?,已一致,第四章.docx,80,80.为什么政府和多国机构实施经济制裁?,解析内容已与中文版一致
英文版第四章.docx,131,"131.Upon receipt of a law enforcement or government request about a customer, a financial institution (FI) should immediately perform which task?",已一致,第四章.docx,81,81.收到有关客户的执法或政府请求后，金融机构（FI）应立即执行哪项任务?,解析内容已与中文版一致
英文版第四章.docx,132,132.When should organizational policies and procedures force the screening of political public figures?,已一致,第四章.docx,183,183.组织政策与流程应于何时强制进行政治公众人物筛选?,解析内容已与中文版一致
英文版第四章.docx,133,133.In many jurisdictions，financial institutions are prohibited from hiring a person who has been convicted of what type of offense?,已一致,第四章.docx,189,189.在许多司法管辖区，金融机构被禁止雇用被判犯有何种罪行的人?,解析内容已与中文版一致
英文版第四章.docx,134,134.Why is the designated Commissioner responsible for reporting suspicious activities (suspicious activity reports and suspicious transaction reports) to his financial intelligence unit?,已一致,第四章.docx,190,190.为什么指定专员要负责向其金融情报机构报告可疑活动（可疑活动报告和可疑交易报告）?,解析内容已与中文版一致
英文版第四章.docx,135,135.(多选题)Which practices should be considered when investigating unusual transactions and activities?（Choose Three.）,已一致,第四章.docx,185,185.(多选题)在调查异常交易和活动时，应考虑哪些最佳实践?（请选择三个）,解析内容已与中文版一致
英文版第四章.docx,136,"136.(多选题)An international bank is investigating a payment requested by one of its correspondent relationships that generated an alert in the automated transaction monitoring system. The payment originated from a corporation located in Hong Kong, and the final beneficiary is an individual in New York.Which steps should the bank take first to address the alert?（Choose Three.）",已一致,第四章.docx,187,187.(多选题)一家国际银行正在调查其代理银行提交的一笔付款请求，该请求在自动交易监控系统中触发了警报。这笔付款来自香港的一家企业，最终收款人是纽约的一名个人。银行应首先采取哪些措施来处理该警报?（请选择三个）,解析内容已与中文版一致
英文版第四章.docx,137,137.Which measures should financial institutions （Fl's）take when complying with sanctions requirements?,已一致,第四章.docx,184,184.金融机构在遵守制裁要求时应采取哪些步骤?,解析内容已与中文版一致
英文版第四章.docx,138,138.A bank in the Netherlands has been requested to share information about a series of transactions and related customers with a bank in ltaly. Both banks are subiect to European Union jurisdiction. Which factor is the most important to consider before the Dutch bank shares the requested information with the Italian bank?,已一致,第四章.docx,186,186.荷兰的一家银行收到来自意大利银行的请求，要求其提供有关一系列交易及相关客户的信息。这两家银行均受欧盟（EU）管辖。在荷兰银行分享这些信息之前，最重要的考虑因素是什么?,解析内容已与中文版一致
英文版第四章.docx,139,139.(多选题)Which are common types of economic sanctions? (Choose three.),已一致,第四章.docx,76,76.(多选题)经济制裁的常见类型有哪些?（选择三个）,解析内容已与中文版一致
英文版第四章.docx,140,140.The ultimate goal of economic sanctions is to:,已一致,第四章.docx,77,77.经济制裁的最终目标是:,解析内容已与中文版一致
英文版第四章.docx,141,141.What is a tool governments and multi-national bodies can use to prevent the proliferation of weapons of mass destruction?,已一致,第四章.docx,78,78.政府和多国机构可以用来防止大规模毁灭性武器扩散的工具是什么?,解析内容已与中文版一致
英文版第四章.docx,142,142.Which is a primary purpose of imposing economic sanctions?,已一致,第四章.docx,79,79.哪个是实施经济制裁的主要目的?,解析内容已与中文版一致
英文版第四章.docx,143,"143.To ensure compliance with economic sanctions established by governmental authorities in the jurisdictions where it operates, a financial institution requires that all new and existing customers be screened at onboarding and quarterly thereafter.Is this step sufficient to ensure compliance?",已一致,第四章.docx,82,82.为了确保符合由政府机关设立的经济制裁，其所在辖区里运作的金融机构在加入和每个季度之后，要求所有新的和现有的客户进行筛选。这一步骤是否足以确保遵从性?,解析内容已与中文版一致
英文版第四章.docx,144,144.(多选题)A recruitment manager in the human resources department of a bank has shortlisted a candidate for the position of relationship manager in its private banking division. The bank's compliance policy requires proper background checks to protect against fraud and money laundering risks. Which resources would be most useful for identifying potential negative information regarding the shortlisted candidate? (Choose Three.),已一致,第四章.docx,188,"188.(多选题)一家银行的人力资源部的招聘经理已经筛选出一名候选人,准备聘请其担任私人银行部门的客户经理。该银行的合规政策要求进行适当的背景调查，以防范欺诈和洗钱风险。以下哪些资源最有助于发现该候选人的潜在负面信息?(请选择三个)",解析内容已与中文版一致
英文版第四章.docx,145,145.What should a bank do if it suspects one of its employees may be involved in mortgage loan fraud?,已一致,第四章.docx,83,83.如果银行怀疑其员工可能参与抵押贷款欺诈，应该怎么做?,解析内容已与中文版一致
英文版第四章.docx,146,146.(多选题)Which are the two most common controls a financial institution (FI) uses to identify suspicious money-laundering activity? (Choose two.),已一致,第四章.docx,84,84.(多选题)金融机构（FI）用于识别可疑洗钱活动的两种最常见的控制措施是什么?（选择两个）,解析内容已与中文版一致
英文版第四章.docx,147,"147.An organization uses an automated surveillance system that generates a very large volume of anti-money laundering alerts. The monthly volume of alerts has increased over the last year causing the compliance staff to fall significantly behind reviewing the alerts. As a result, the system settings are under review to determine if they are appropriate.Which action should be included in the evaluation of system settings?",已一致,第四章.docx,85,85.一个组织的自动检测系统发出了大量的反洗钱警报。每月的警报数量在过去一年的增长使合规专员无法及时审核这些警报。结果，现在对这个系统设置进行审核以判断他们是否是合适的。哪项需要包括进对系统设置的评估中?,解析内容已与中文版一致
英文版第四章.docx,148,148.A financial institution＇s monitoring system triggers an alert and an internal investigation has confirmed the activity as suspicious. Which of the following should an anti-money laundering specialist do before submitting the suspicious transaction report?,已一致,第四章.docx,191,191.一家金融机构的监控系统触发了警报，内部调查证实该交易可疑，反洗钱专家在提交可疑交易报告前应做下列哪项?,解析内容已与中文版一致
英文版第四章.docx,149,149.Which action by a prospective customer during the account opening process requires further investigation?,已一致,第四章.docx,86,86.潜在客户在开户过程中的哪些行为需要进一步调查?,解析内容已与中文版一致
英文版第四章.docx,150,150.(多选题)A bank's anti-money laundering section receives an anonymous tip that a customer might be engaging in possible money laundering.Which two facts should be considered during the course of an investigation into this matter? (Choose two.),已一致,第四章.docx,88,88.(多选题)银行的反洗钱部门收到匿名提示，有客户可能正在从事洗钱活动。在调查这一事件的过程中，应考虑哪两个事实?（选择两个。）,解析内容已与中文版一致
英文版第四章.docx,151,151.(多选题)The training department is conducting awareness training for unusual customer identification scenarios. Which two indicators should be included? (Choose two.),已一致,第四章.docx,89,89.(多选题)培训部门正在进行不寻常的客户识别场景的意识培训。应该包括哪两个指标?(选择两个),解析内容已与中文版一致
英文版第四章.docx,152,152.A quarterly review is conducted on are tail customers account at a bank located in a jurisdiction with currency reporting thresholds. A number of large deposits of financial instruments drawn on other institutions in amounts under thresholds were noted. This activity did not fit the accounts historical profile. A suspicious transaction report will most likely be filed if what also occurred?,已一致,第四章.docx,192,192.位于具有现金报告阈值要求的辖区内的银行正对零售客户的账户进行季度审查，期间注意到一个客户账户有大量现金存款来自于其他银行机构，且低于报告阈值。此活动不符合该帐户的历史档案。如果发生了什么情况，最有可能提交可疑交易报告?,解析内容已与中文版一致
英文版第四章.docx,153,153.(多选题)The AML investigator is reviewing the transaction monitoring alerts and the customer＇s historical profile for the past two years. A review of the negative news search from a blogindicates that the customer was previously part of a terrorist group. Which activities warrant further escalation? （Choose two.）,已一致,第四章.docx,193,193.(多选题)AML调查员正在审查过去两年的交易监控警报和客户的历史档案。对博客上的负面新闻搜索的审查表明，该客户以前是恐怖组织的成员。哪些活动需要进一步升级?（选择两个）,解析内容已与中文版一致
