"current_question_number","mapping_source_file","mapping_source_number","mapping_confidence","mapping_status","option_mapping","mapping_reason","proposed_question","proposed_A","proposed_B","proposed_C","proposed_D","proposed_E","proposed_F","current_answer","chinese_answer","proposed_answer","change_type","answer_analysis_risk","agent_notes"
"153","第三章.docx","82","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","A large United States (U.S.) bank is performing due diligence on a non-U.S. bank. The non-U.S. bank has applied for a correspondent account at the U.S. bank. Which two steps should the U.S. bank take under the USA PATRIOT Act? (Choose two.)","Verify the identity of the customers of the foreign bank","Determine whether enhanced due diligence is necessary","Assess the money laundering risk presented by the correspondent account","Verify the identity of politically exposed persons in management positions at the non-U.S. bank","","","BC","BC","BC","题干润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"154","第三章.docx","83","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","Bank A, a non-U.S. bank, holds $5 million in a New York correspondent account. A designated terrorist organization holds $1 million at a non-U.S. branch of Bank A, and the U.S. government has issued a forfeiture order against the organization. Under the USA PATRIOT Act, what may the United States seize?","Confiscation of $5 million in the correspondent account of Bank A in the United States.","Confiscate the U.S.$ 1 million of WTS in the account of the non-U.S. branch of Bank","Confiscating the U.S.$ 1 million of Bank A's correspondent account in the United States.","Confiscate $5 million from the non-American branch of Bank A (where the WTS account is located).","","","C","C","C","题干与选项润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"155","第三章.docx","80","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","What does the USA PATRIOT Act require of foreign banks with respect to correspondent banking?","Illicit funds deposited with a foreign bank can be seized by the U.S. government by confiscating the same amount of funds deposited in a correspondent account in the U.S.","The U.S. federal banking agency can require foreign banks to produce records or information related to any account opened in the U.S. or other countries.","A subpoena issued to a foreign bank that maintains a correspondent account in the U.S. can require the bank to submit any records except for records in a foreign jurisdiction.","U.S. banks that maintain correspondent accounts for foreign banks must keep identification records of foreign bank owners with 50% or more ownership in the bank.","","","A","A","A","题干与选项润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"156","第三章.docx","84","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","What are two purposes of the USA PATRIOT Act? (Choose two.)","To strengthen United States' measures to prevent, detect, and prosecute international money laundering and financing of terrorism","To subject to special scrutiny foreign jurisdictions, foreign financial institutions, and classes of international transactions or types of accounts that are susceptible to criminal abuse","To administer and enforce economic and trade sanctions based on United States foreign policy and national security goals against targeted foreign countries and regimes, terrorists, and international narcotics traffickers","To set standards and promote effective implementation of legal, regulatory, and operational measures for combating money laundering, terrorist financing and other related threats to the integrity of the international financial system","","","AB","AB","AB","题干润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"157","第三章.docx","85","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","According to the USA PATRIOT Act, under which condition would U.S. FIs maintain correspondent accounts for foreign shell banks?","Correspondent accounts at foreign shell banks can be maintained by U.S. FIs, but the bank must be certified by FATF.","Correspondent accounts at foreign shell banks can be maintained by U.S. FIs, but only in certain countries.","Correspondent accounts for foreign shell banks at U.S. FIs must go through a rigorous, risk-based approval process.","Correspondent accounts for foreign shell banks at U.S. FIs cannot maintain these types of accounts.","","","D","D","D","无需修改","无明显风险；建议答案由已确认的中文答案经身份映射换算。","当前英文表达自然且与中文语义一致，建议保留。"
"158","第三章.docx","87","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","Under the USA PATRIOT Act, in which scenario would the U.S. not have jurisdiction?","U.S. bank subsidiaries located in foreign jurisdictions","Foreign branch of a bank located in the U.S.","Foreign bank with a U.S. correspondent account","Shell banks operating in foreign jurisdictions","","","D","D","D","题干与选项润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"159","第三章.docx","88","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","Based on the USA PATRIOT Act, what action might the U.S. take to demonstrate extraterritorial reach?","Send requests for information to a non-U.S. based financial institution (FI)","Hand over potential penalties from the U.S. to another government","Freeze U. S. accounts that contain funds from the non- U.S. FI","Initiate a lawsuit in the home country of the non-U.S. FI","","","C","C","C","题干与选项润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"160","第三章.docx","89","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","What is an aspect of the USA PATRIOT Act that has extraterritorial reach?","To strengthen U.S. measures to prevent, detect and prosecute international money laundering and financing of terrorism.","To implement economic and trade sanctions based on U.S. foreign policy.","To mandate stricter money laundering controls across the continent.","To require scrutiny of foreign financial institutions (FIs) and classes of international transactions that are susceptible to criminal abuse.","","","A","A","A","选项润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"161","第三章.docx","90","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","What are two requirements of United States financial institutions when conducting business with an international financial institution as a result of the USAPATRIOT Act? (Choose two.)","Performing enhanced due diligence on shell banks","Performing due diligence on correspondent accounts","Visiting the head office of the international financial institution","Complying with Special Measures issued under the USA PATRIOT Act","","","BD","BD","BD","题干润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"162","第三章.docx","91","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","Which aspect of the USA PATRIOT Act impacts foreign financial institutions?","Requiring enhanced due diligence for foreign shell banks","Expanding sanctions requirements to a U.S. financial institution's foreign branches","Expanding the anti-money laundering program requirements to all foreign financial institutions","Providing authority to impose special measures on institutions that are of primary money-laundering concern","","","D","D","D","无需修改","无明显风险；建议答案由已确认的中文答案经身份映射换算。","当前英文表达自然且与中文语义一致，建议保留。"
"163","第三章.docx","92","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","The vice president of the foreign correspondent banking department at a large United States bank has been notified that a foreign bank with an offshore license wants to open a correspondent account. Which two things must the vice president acquire under the USA PATRIOT Act? (Choose two.)","A list of all the customers of the correspondent bank","A list of the types of businesses served by the correspondent bank","Information relating to the foreign bank's anti-money laundering program","The identity of 10% owners of the correspondent bank, unless it is publicly traded","","","CD","CD","CD","题干润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"164","第三章.docx","93","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","Under the USA PATRIOT Act, which two types of information must a U.S. financial institution collect when maintaining a correspondent account for a non-U.S. financial institution? (Choose two.)","Name and address of all shell bank accounts opened by the proxy bank","Name and address of the owner who holds a 25% controlling stake in a foreign bank","Immediate reporting of customer information detected using proxy accounts for suspicious transaction activities is required","Name and address of the U.S. registered agent authorized by the correspondent bank to obtain information and receive judicial investigations in the United States","","","BD","BD","BD","题干与选项润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"165","第三章.docx","94","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","A foreign bank operating under an offshore license wants to open a correspondent account with a United States (U.S.) bank. The foreign bank plans to provide payable through account services to some of its customers. What must the foreign bank provide to the U.S. bank under the USA PATRIOT Act?","A list of politically exposed persons who are owners of the correspondent bank","A list of account holders at the financial institution who will use the payable through account","The person in the United States who can receive service of legal process for the correspondent bank","A list of anti-money laundering training records for the financial institution employees monitoring payable through account transactions","","","C","C","C","题干润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"166","第三章.docx","95","高","已确认","A→A; B→B; C→C; D→D; E→E","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","The USA PATRIOT Act on correspondent banking requires U.S. FIs that onboard new non-U.S. FIs to address which of the following? (Choose two.)","Determine under a risk-based approach if correspondent accounts require enhanced due diligence (EDD) measures.","Close correspondent accounts that the foreign banks allow other FIs to use.","Ascertain the identity of the owners of the accounts that reside in the U.S.","Perform scrutiny for possible money laundering by obtaining information of the foreign bank's AML program.","Implement monitoring activities in a reasonable manner only for inbound transactions.","","AD","AD","AD","题干润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"167","第三章.docx","96","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","A non-U.S. bank wants to open an account at Bank A, which is a U.S.-based bank. Which information must Bank A obtain under the USA PATRIOT Act?","A complete client list from the non-U.S. bank","The identity of owners and percentage of ownership of the non-U.S. bank","The structure and identity of the management team at the non-U.S. bank","The details of the non-U.S. bank's anti-money laundering compliance training program","","","B","B","B","题干润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"168","第三章.docx","175","高","已确认","A→A; B→B; C→C; D→D; E→E","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","What is the relationship between the EU Anti-Money Laundering Directive (AMLDs) and the local AML regulations of EU member states? (Choose two.)","Local AML laws and regulations take precedence over the requirements of the European union AMLD.","The local AML regulations may be stricter than those stipulated by the European AMLD or add additional requirements.","EU AMLD provides a framework that member States must implement through local AML regulations.","EU AMLD and local AML regulations are completely independent and irrelevant legal systems.","EU AMLD and local AML regulations must have exactly the same requirements.","","BC","BC","BC","题干与选项润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"169","第三章.docx","176","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","Why is it important to apply a risk-based approach and implement controls commensurate with identified risks?","An RBA allows organizations to adopt a more flexible set of measures and to use resources more effectively to control specific risks.","An RBA makes it easier for organizations to implement controls faster to counter all applicable risks.","An RBA is internationally accepted by customers and stakeholders, making it a more appropriate risk control mechanism.","An RBA more clearly dictates which resources are to be used to control an organization's overall residual risks.","","","A","A","A","题干润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"170","第三章.docx","97","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","Cybersecurity risk can result in identity theft by?","Compromising individual's personal data.","Identifying bugs in personal data processors.","Executing false transactions.","Issuing false passwords","","","A","A","A","题干与选项润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"171","第三章.docx","177","中","待人工确认","A→A; B→B; C→C; D→D","中文C选项为空且中英文答案冲突，无法建立完整语义映射。","Which statement about U.S. Specified Unlawful Activities (SUA) is true?","At least one SUA must be proven in order to pursue a money laundering conviction","SUAs are generally limited to a small sub-set of crimes","In order to secure a conviction, the defendant must be proven to have known the precise nature of the source of funds","SUAs are limited to crimes that occur within the borders of the U.S. and its territories and possessions","","","C","A","C","题干润色","当前答案C与中文答案A及中文解析冲突；按中置信规则暂保留C，人工复核时应重点判断是否改为A。","中文C选项为空，故不能将该候选标为高置信，也不自动改答案。"
"172","第三章.docx","178","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","When may the U.S. government bring a civil forfeiture action?","The defendant rejected the confiscation lawsuit in the court documents, and provided evidence of the legitimate source of income.","The defendant has pleaded guilty to laundering the funds of specific illegal activities.","It is alleged that the money or property is related to or derived from crime.","Some people accuse the government of illegally seizing the assets of non-Americans.","","","C","C","C","题干与选项润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"173","第三章.docx","179","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","Which three features demonstrate the extraterritorial reach of OFAC sanctions? (Choose three.)","Restricting us citizens from traveling to certain countries","Implementing trade sanctions in accordance with U.S. foreign policy","Freezing of overseas assets in U.S. jurisdictions","Blocking ""Specific Nationals and Persons Prohibited from Travelling""","","","BCD","BCD","BCD","题干与选项润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"174","第三章.docx","180","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","UN sanctions are the most effective and legitimate non-violent multilateral tools to respond to international security threats when they?","Can be implemented faster than other sanctions regimes.","Are swiftly adopted by all member states together with a strong enforcement mechanism.","Can be applied internationally while being enforced at the domestic level.","Are more clearly articulated than other sanctions regimes.","","","B","B","B","题干润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"175","第三章.docx","181","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","Which statement most accurately describes who must comply with Office of Foreign Assets Control (OFAC) sanctions?","All U.S. citizens and permanent residents, wherever located; all entities organized in the United States and their foreign branches; and all persons and entities within the United States","All U.S. citizens and permanent residents, wherever located; all entities organized in the United States, excluding their foreign branches; and all persons and entities within the United States","All U.S. citizens except dual nationals; all U.S. permanent residents; all entities organized in the United States; and all individuals within the United States","All U.S. citizens and permanent residents only while in the United States; all entities organized in the United States and their foreign branches; and all persons within the United States","","","A","A","A","题干与选项润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"176","第三章.docx","182","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","Which statement about the extraterritorial reach of U.S. laws and legislation is accurate?","The Bank Secrecy Act (BSA) extraterritorial reach requires that the Travel Rule be applied to all financial institutions globally, including all USD transactions.","The Anti-Money Laundering Act of 2020 (AML Act) extraterritorial reach covers all USD transactions throughout the global economy.","Section 319(b) of the USA PATRIOT Act permits the seizure of funds from a correspondent bank account in the U.S. that has been opened and maintained for a foreign bank.","The Office of Foreign Assets Control's (OFAC's) economic and trade sanctions may pose extraterritorial risks for financial institutions and businesses outside of the U.S. AML laws have significant extraterritorial effects due to the dominance of the U.S. dollar in global finance.","","","D","D","D","无需修改","无明显风险；建议答案由已确认的中文答案经身份映射换算。","当前英文表达自然且与中文语义一致，建议保留。"
"177","第三章.docx","183","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","The Office of Foreign Assets Control requirements have an extraterritorial reach because compliance is required by?","U.S. persons in the U.S.","Intermediaries of a transaction with a U.S. nexus.","Entities registered in the U.S.","Foreign financial intelligence units.","","","B","B","B","题干与选项润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"178","第三章.docx","98","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","What is the primary purpose of the U.S. Department of the Treasury's extraterritorial application of OFAC sanctions?","Accomplish the foreign policy and national security goals of the U.S.","Defend the U.S. against questionable trade practices of its economic rivals.","Protect allied nations of the U.S. from the economic threats of non-allied nations.","Align OFAC's and other countries' extraterritorial reach requirements.","","","A","A","A","题干与选项润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"179","第三章.docx","99","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","Which is an extraterritorial function of Office of Foreign Assets Control (OFAC) sanctions?","Requiring all appropriate elements of the financial services industry to report potential money laundering","Interrupting the EU's economic and financial relations with third countries","Prohibiting transactions and requiring the blocking of assets of designated persons and organizations","Implementing targeted measures such as arms embargoes, travel bans, and financial or commodity restriction","","","C","C","C","题干润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"180","第三章.docx","100","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","When may a transaction otherwise prohibited by Office of Foreign Assets Control (OFAC) sanctions be permitted?","Through an OFAC licensing process to determine that the transaction does not undermine the U.S. policy objectives","When the bank's board of directors approves the OFAC risk appetite for sanction-related transactions","Only when the federal banking regulator provides OFAC approval before the transactions are processed","After going through a robust internal OFAC audit process that reviews sanction-related risks","","","A","A","A","题干与选项润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"181","第三章.docx","101","高","待人工确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","Which key aspect of the Office of Foreign Assets Control's extraterritorial reach specifically relates to prohibited transactions?","Prohibiting or rejecting unlicensed trade and financial transactions with designated countries, entities, and individuals","Prohibiting or rejecting licensed trade and financial transactions with designated countries, entities, and U.S. persons","Prohibiting or rejecting licensed trade and financial transactions with designated countries, entities, and non-U.S. persons","Prohibiting or rejecting unlicensed foreign trade and financial transactions with designated countries, entities, and individuals","","","A","A","A","选项润色","当前A与D选项含义高度重叠，D仅增加“foreign”限定；答案A保持不变，需人工核对原题选项。","已按中文语义润色四个选项，但未自行消除A/D的原始歧义。"
"182","第三章.docx","102","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","A French oil exploration company does business with refineries in Iran, which is subject to comprehensive Office of Foreign Assets Control (OFAC) sanctions. What type of OFAC sanctions could apply to the French company?","Secondary","List-based","Country-based","Sectoral","","","A","A","A","题干润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"183","第三章.docx","103","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","What is the purpose of imposing sanctions?","Limiting opportunities for ideal behavior","Encouraging business transactions","Preventing countries from choosing the ideal course of action","Achieving foreign policy and national security goals","","","D","D","D","选项润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"184","第三章.docx","105","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","How can a compliance officer conduct Office of Foreign Assets Control (OFAC) sanctions screening when automated screening software is unavailable?","Rely on a credit report from OFAC","Conduct a key-word search on the Internet","Use the consolidated Sanctions List Search screen on the OFAC website","Obtain up-to-date copies of the OFAC's Specially Designated Nationals list","","","C","C","C","题干润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"185","第三章.docx","106","高","已确认","A→A; B→B; C→C; D→D; E→E","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","OFAC-issued regulations apply to which entities? (Choose two.)","Intermediaries transacting with U.S. banks","Foreign banks with U.S. customers","Foreign subsidiaries of U.S. banks","U.S. branches of a foreign bank","Foreign import-export companies","","CD","CD","CD","题干与选项润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"186","第三章.docx","107","高","已确认","A→A; B→B; C→C; D→D; E→E","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","What are the rules imposed by Office of Foreign Assets Control (OFAC) for legal entities and persons related to the U.S.? (Choose two.)","Any foreign corporation is also penalized if it conducts transactions with sanctioned countries under OFAC rules.","A subsidiary of a legal entity of the U.S., which is formally registered in a foreign country, is exempt from OFAC rules.","A foreign individual visiting the U.S. for a short vacation is obligated to follow OFAC rules.","The head office of a foreign legal entity which has a branch in the U.S. does not need to comply with OFAC rules.","Nationals of the U.S. must comply with OFAC rules, regardless of where they are located in the world.","","CE","CE","CE","题干润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"187","第三章.docx","108","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","What material connection must a transaction have for U.S. sanctions laws to apply?","Transactions are traced to illegal proceeds","Transactions are processed by a U.S. person","Transactions are stripped of beneficial owner information","Transactions are identified as proceeds of foreign corruption","","","B","B","B","题干润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"188","第三章.docx","109","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","When must a U.S. bank block or reject an international funds transfer involving a party designated by the Office of Foreign Assets Control (OFAC)?","Only if the U.S. bank is involved in the funds transfer","Only if a U.S. person or entity is the ultimate beneficiary","Only if a non-U.S. person or entity is the ultimate beneficiary","Only if the U.S. bank's correspondent informs it of the involvement of the designated party","","","A","A","A","题干润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"189","第三章.docx","110","高","已确认","A→A; B→B; C→C; D→D; E→E","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","OFAC's extraterritorial reach includes blocking certain non-U.S.-initiated transactions conducted for or through the United States for the benefit of a restricted person or entity. Under which three circumstances must U.S. banks block a transaction? (Choose three.)","The transactions are to, or go through, a blocked entity","Those that are by, or on behalf of, a blocked individual or entity","Those that are by or on behalf of a blocked individual and a licensed entity","Those that are in connection with a transaction in which a blocked individual or entity has an interest","Those that are in connection with a transaction in which a blocked individual or entity has no interest","","ABD","ABD","ABD","题干润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"190","第三章.docx","112","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","A non-U.S. bank is implementing a sanctions compliance program. Which aspect of the extraterritorial reach of OFAC regulations is most relevant to the bank?","OFAC sanctions programs prohibit transactions and require the blocking of assets of foreign individuals that appear in negative media sources.","OFAC administers sanctions based on criminal investigations against targeted foreign individuals.","OFAC acts only under presidential wartime emergency powers, against countries and foreign individuals considered enemies of the U.S.","OFAC has the power to impose significant penalties on foreign individuals who are found to be in violation of the blocking orders.","","","D","D","D","题干与选项润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"191","第三章.docx","113","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","Which test should be included in the bank's audit plan for Office of Foreign Assets Control (OFAC) sanctions screening?","Check the copies of SARs/STRs that fled to the regulatory authorities to ensure completeness.","Ensure that all customers with foreign status are subject to enhanced due diligence (EDD).","Check the procedures of human resources department to conduct criminal background investigation on managers.","Review the wire transfer screening process to ensure that potential name hits are investigated in a timely manner.","","","D","D","D","题干与选项润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"192","第三章.docx","104","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","A compliance officer of a FI is reviewing a payment for sanctions compliance between two parties in Europe and Asia. The payment is in Euros and involves the provision of services to a company located in a jurisdiction subject to OFAC secondary sanctions. Which factor is most important in determining the compliance officer's response?","A one-off commercial transaction conducted between parties in Europe and Asia is not subject to secondary sanctions.","Secondary sanctions only target specific sectors of the economy such as the banking and finance sectors.","The threat of U.S. sanctions against foreign individuals and entities continues to exist despite the absence of a U.S. nexus.","Asset freezes only prohibit U.S. companies from engaging in certain activities with counterparts from a sanctioned jurisdiction.","","","C","C","C","无需修改","无明显风险；建议答案由已确认的中文答案经身份映射换算。","当前英文表达自然且与中文语义一致，建议保留。"
"193","第三章.docx","168","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","A corporate customer's activity triggers a suspicious transaction alert. An investigation finds that one of the bank's directors is a major shareholder of the company. The bank has no reasonable explanation for the activity but cannot confirm criminal conduct. What should the compliance officer do?","Introduce this case in detail in the report of the board of directors","Preventing suspicious reports from being filed by the government","Ask board members to explain the transaction","Maintain the standard summary statistical report submitted to the board of directors","","","A","A","A","题干与选项润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"194","第三章.docx","111","高","已确认","A→A; B→B; C→C; D→D","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","What do Office of Foreign Assets Control (OFAC) sanctions and United Nations sanctions have in common?","Supporting Foreign Policy Goals Supporting Foreign Policy Goals","Encourage the sharing of funds","Curbing the financing of terrorism","Restoration of sovereign land","","","C","C","C","题干润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"195","第三章.docx","184","高","已确认","A→A; B→B; C→C; D→D; E→E","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","Which of the following must always comply with all OFAC regulations? (Choose three.)","U.S. citizens, no matter where they are","Non-U.S. financial institutions that offer U.S. dollar accounts, regardless of location","Merchants who sell U.S.-origin goods, regardless of location","Businesses incorporated in the U.S. and their overseas branches","U.S. permanent residents (green card holders), regardless of location","","ADE","ADE","ADE","题干润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
"196","第三章.docx","66","高","已确认","A→A; B→B; C→C; D→D; E→E","中文候选题干、选项数量及A-F语义顺序一致；采用完整身份映射。","A financial institution's (FI's) compliance officer is developing targeted role specific training for those involved in managing the institution's Correspondent Banking relationships. Which key messages are important to be included in the training to align with the Wolfsberg Group's Principles? (Choose two.)","Funds used in the financing of terrorism and associated activities do not necessarily always come from criminal activity.","The respondent has sole responsibility for reporting suspicious activities regardless of the jurisdictions involved.","The correspondent and the respondent pose the same risk to each other so the level of due diligence would be the same.","Tier 1 banks can be subject to simplified due diligence provided enhanced due diligence is undertaken on the Directors.","Through the sharing of information, FI's can help combat and fight against terrorism.","","AE","AE","AE","题干润色","无明显风险；建议答案由已确认的中文答案经身份映射换算。","已按中文语义核对，并统一CAMS考试英语、术语、标点和选择指令。"
