"current_question_number","mapping_source_file","mapping_source_number","mapping_confidence","mapping_status","option_mapping","mapping_reason","proposed_question","proposed_A","proposed_B","proposed_C","proposed_D","proposed_E","proposed_F","current_answer","chinese_answer","proposed_answer","change_type","answer_analysis_risk","agent_notes"
"138","第二章.docx","77","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","A bank sells reloadable open-loop prepaid cards to both customers and non-customers. What is a red flag associated with these cards that may indicate money laundering?","A bank customer historically purchases several prepaid cards near year-end.","A non-bank customer regularly loads large amounts of cash onto several prepaid cards.","A non-bank customer consistently uses the bank to obtain cash advances using a prepaid card.","A bank customer routinely purchases five prepaid cards in small even-dollar amounts on a monthly basis.","","","B","B","B","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"139","第二章.docx","133","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","Which payment method do criminals operating on the dark web generally prefer?","U.S. dollars","Payment in kind","Euros","Bitcoin","","","D","D","D","术语统一、机器翻译改写与语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"140","第二章.docx","78","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","A startup virtual currency exchange has registered as a money services business and will commence operations in six months. The company will provide digital wallets to customers to hold their virtual currency after purchase. Customers will have the option to conduct purchases of the virtual currency and transfer the currency to and from the digital wallet. The startup must develop an anti-money laundering compliance program prior to launch. Which two anti-money laundering responsibilities should be considered before business launch? (Choose two.)","A customer onboarding process","Transaction limits consistent with risk appetite","Employees to handle complaints in a timely fashion","Mechanisms to monitor and protect customers' digital wallets from cyber-attacks","","","AB","AB","AB","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"141","第二章.docx","134","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","Which feature is commonly associated with cryptocurrency-related crime?","Coordination of criminal activity between financial institutions and cryptocurrency exchanges.","Transactions can be completed in seconds across exchanges and jurisdictions, often followed by conversion of cryptocurrency into fiat currency.","Using cryptocurrency exchange services to conceal transaction amounts and balances.","Using exchange accounts, cryptocurrency wallet websites, and encrypted transactions that central banks can readily identify.","","","B","B","B","术语统一、机器翻译改写与语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"142","第二章.docx","79","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","An individual opens an e-account in an off-shore gambling website using non-documentary verification and creates an e- wallet on a mobile device. In order to add funds to the account, the individual uses a credit card, wire transfers, cryptocurrency, and a money services business. Which source of money represents more risk of money laundering?","Wire transfer","Cryptocurrency","money services business","Credit card","","","B","B","B","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"143","第二章.docx","80","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","Which product is considered to be of highest money laundering risk?","Credit cards","Savings accounts","Time deposit accounts","International wire transfers","","","D","D","D","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"144","第二章.docx","135","高","已确认","A→A;B→B;C→C;D→D;E→E","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","Which of the following corporate structures present a higher money laundering risk due to reduced transparency? (Choose Three.)","A company with nominee shareholders and directors in a local jurisdiction.","A private company with no activity in a tax haven jurisdiction.","A company with bearer shares incorporated in a tax haven jurisdiction.","A limited liability company (LLC) incorporated in a foreign jurisdiction.","A private investment company incorporated in a tax haven jurisdiction with strict secrecy laws.","","ACE","ACE","ACE","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"145","第二章.docx","136","高","已确认","A→A;B→B;C→C;D→D;E→E","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","Which statements describe risks that are associated with international business corporations? (Choose Two.)","They are inexpensive to acquire.","They are established as an off-shore company.","They are created in a tax haven.","They facilitate asset protection.","They are established with nominee directors.","","CE","CE","CE","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"146","第二章.docx","81","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","A benefit of using bearer shares in corporate formations is that bearer shares are:","widely accepted in the financial world.","entered in the register of owners.","associated with lower costs in setting up a company.","easily transferred so the holder claims ownership.","","","D","D","D","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"147","第二章.docx","82","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","A bank located in Arizona is considering a loan application for a new client. The collateral for the loan is a property in Florida. The loan will be in the name of a limited liability company (LLC) whose ownership is not disclosed to the bank. The LLC was established by a New York-based attorney. The loan will be repaid by the LLC in monthly wire transfers of $9,000 which is more than the required monthly payment. Which aspect indicates the potential for money laundering?","The LLC's ownership is not disclosed to the bank","The collateral, a property in Florida, is not located in Arizona","The repayment in the amount of $9,000 indicates potential structuring","The attorney associated with the account is outside the bank's lending area","","","A","A","A","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"148","第二章.docx","83","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","An institution receives a request for credit from a local company that has been a client for many years. The information provided by the company indicates that its assets have increased substantially with the addition of several new subsidiaries. Further research performed by the institution indicates the new subsidiaries are recently created shell companies. Could this indicate potential money laundering?","No, the company has been a client for many years.","Yes, shell companies are typically created to manage tax liabilities.","No, it is normal for a business to diversify by creating shell companies.","Yes, the shell companies could have been created to hide beneficial ownership.","","","D","D","D","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"149","第二章.docx","84","中","仅语言润色","A→A;B→B;C→C;D→D","中英文题均指向空壳公司风险，但客户注册地、负责人信息等情境细节不完全一致。","A bank opens an account for a new business customer. The business was established five years ago in another state, and its website provides almost no information other than stating that it operates in real estate. One principal has an international telephone number and appears to live abroad; the other operates from a recreational vehicle. Which risk factor warrants enhanced due diligence?","Shell company","Politically exposed person","Money laundering through real estate","Accounting company","","","A","A","A","术语统一、机器翻译改写与语言润色；含人工确认项","中：中文题是概括性转述，建议答案保持当前英文答案A。","仅润色当前英文题，不用中文题重构情境细节。"
"150","第二章.docx","85","高","已确认","A→A;B→B;C→C;D→D;E→E;F→F","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","Which Trust parties should be identified to determine the true nature of the Trust relationship according to Basel guidelines? (Choose three.)","Respondents","Payees","Trust Administrators","Trustees","Beneficiaries","Settlors/grantors","DEF","DEF","DEF","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"151","第三章.docx","66","高","已确认","A→A;B→B;C→C;D→D;E→E","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","A financial institution's (FI's) compliance officer is developing targeted role specific training for those involved in managing the institution's Correspondent Banking relationships. Which key messages are important to be included in the training to align with the Wolfsberg Group's Principles? (Choose two.)","Funds used in the financing of terrorism and associated activities do not necessarily always come from criminal activity.","The respondent has sole responsibility for reporting suspicious activities regardless of the jurisdictions involved.","The correspondent and the respondent pose the same risk to each other so the level of due diligence would be the same.","Tier 1 banks can be subject to simplified due diligence provided enhanced due diligence is undertaken on the Directors.","Through the sharing of information, FI's can help combat and fight against terrorism.","","AE","AE","AE","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"152","第二章.docx","137","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","Outgoing foreign transactions of similar amounts trigger a monitoring alert for a customer's accounts. During the evaluation of the accounts, the bank discovers the wire transfers were very small amounts and occurred within the last 3 months following a long period of inactivity. The wire transfers appear to originate from legal sources. To assess the potential of terrorist financing, the institution must ensure the:","account holder presents proof the funds are legal.","beneficiaries of transfers are not on a terrorist watch list.","beneficiaries of transfers are not included on the Transparency International List.","account holder does not reside in a country included on the U. S. State Department State Sponsors of Terrorism List.","","","B","B","B","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"153","第二章.docx","138","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","Which of the following is a useful way to detect and assess cross-border terrorist financing risk?","Detect and assess risks jointly with foreign counterparties.","Confirm that terrorist funds exist.","Assess systemic vulnerabilities in other jurisdictions.","Avoid environments threatened by terrorist activity.","","","A","A","A","术语统一、机器翻译改写与语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"154","第二章.docx","88","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","Which two methods have terrorist groups used to diversify their revenue stream and to fund their operations? (Choose two.)","Human trafficking","Engaging in civil conflict","Smuggling cultural artifacts","Engaging in wire transfer activity","","","AC","AC","AC","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"155","第二章.docx","89","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","Which method do terrorist financiers use to move funds without leaving an audit trail?","Extortion","Cash couriers","Casa de cambio","Virtual currency","","","B","B","B","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"156","第二章.docx","90","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","A company supports terrorism through several activities: developing pro-terrorism television content, promoting terrorist activity online, encouraging the use of cryptocurrency, and paying television and online content producers and journalists. Which specific action constitutes terrorist financing?","Paying producers and journalists.","Promoting cryptocurrency.","Developing content.","Publishing supportive online material.","","","A","A","A","术语统一、机器翻译改写与语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"157","第二章.docx","139","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","Which situation involving a vendor presents increased AML and/or sanctions risk to an organization?","The vendor's sales representative was a refugee from a sanctioned jurisdiction as a child.","The vendor has no individuals that own or control more than 10% of the company.","The vendor is organized as a privately held company.","The vendor provides services to end users located in an area subject to economic sanctions.","","","D","D","D","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"158","第二章.docx","140","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","Which statement about terrorist financing is true?","The anonymity of virtual currency makes terrorist financing impossible for law enforcement to investigate.","Criminals often use humanitarian activities to conceal illicit conduct.","All communications involving terrorist funds occur only over encrypted networks.","All terrorist financing uses virtual currency.","","","B","B","B","术语统一、机器翻译改写与语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"159","第二章.docx","141","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","According to the Financial Action Task Force (FATF) report on terrorist financing, charities and nonprofit organizations are often vulnerable to terrorist financing because they: (Choose Two.)","Have a global presence that provides a framework for national and international operations and financial transactions that are often in or near areas most exposed to terrorist activity.","Are usually legitimate establishments and will not use the funds collected through donations for the profit of individuals or entities.","Collect donations from various sources, and their primary objective is philanthropy and social well-being.","Enjoy the public trust and have access to considerable sources of funds, and their activities are often cash-intensive.","","","AD","AD","AD","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"160","第二章.docx","142","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","A charity has unaudited accounts. Which of the following represents the highest risk factor for terrorist financing?","Disbursement of funds to entities unrelated to the purpose of the charity.","An international board composed of politically exposed persons.","Frequent deposits from third parties into the charity's bank account.","Frequent changes to the senior management of the charity.","","","A","A","A","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"161","第二章.docx","91","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","An anti-money laundering analyst is reviewing a new customer list to confirm potentially high risk customers have been identified and subject to enhanced due diligence. Which new customer warrants enhanced due diligence?","A non-profit hospital","A fundraising organization","An employee benefit plan trust","A medical practice limited partnership","","","B","B","B","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"162","第二章.docx","92","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","A compliance officer was recently reviewing transactional data for an international charity and found transactions that present a higher risk. Which reason is cause for terminating the banking relationship?","The charity has had a high turnover rate of official positions","The charity has several incoming international funds transfers","The flow of funds both in and out are complex and hard to trace","The charity is headquartered in a country on the Office of Foreign Assets Control list","","","C","C","C","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"163","第二章.docx","93","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","What should countries do to help prevent non-profit organizations from being abused for the financing of terrorism according to the Financial Action Task Force 40 Recommendations?","Allow for freezing assets of non-profit organizations","Require all non-profit organizations to register with the country's financial intelligence unit","Ensure non-profit organizations cannot be used to conceal or obscure the diversion of funds intended for legitimate purposes to terrorists' organizations","Create laws that forbid non-profit organizations from completing cross-border transactions without first running them through known terrorist data bases","","","C","C","C","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"164","第二章.docx","87","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","A money services business (MSB) has implemented an automated transaction monitoring system. Upon reviewing an alert, an analyst suspects the activity may be indicative of terrorist financing. Which additional information would indicate the alert should be escalated for further investigation?","The use of funds by a non-profit organization is consistent with the purpose for which it was established.","The raising of donations takes place in an official, registered manner.","Transactions in the name of an entity, a foundation, or association are linked to a trust fund.","A customer donates to an organization that is a sanctioned entity.","","","D","D","D","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"165","第二章.docx","94","中","待人工确认","A→A;B→B;C→C;D→D;E→E;F→F","中英文题干、六个选项和答案字母一致，但选项C、D、E、F的原始表述质量较差。","Which three red flags are associated with companies involved in illegal logging? (Choose three.)","A high volume of transactions through the company's related bank accounts.","Connections between company managers and politically exposed persons (PEPs).","The country of incorporation's efforts to promote environmental protection.","Rapid shipment of timber over long distances or outside the relevant jurisdiction.","Demand for paper packaging production.","Use of heavy machinery in unprotected areas.","ABD","ABD","ABD","术语统一、机器翻译改写与语言润色；含人工确认项","中：建议答案ABD沿用当前答案；D的具体含义仍需权威原题确认。","对全部选项作保守语言澄清，未根据相似题改变答案。"
"166","第二章.docx","95","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","The compliance officer at a crowdfunding website is in charge of monitoring new crowdfunding projects. Recently, the number of crowdfunding projects has significantly increased. Which red flag indicates the highest anti-money laundering risk?","Those with the largest number of donors","Projects that get funding within days of their start","Projects with the highest monetary success threshold","Projects that start and close and are fully funded within a very short period","","","D","D","D","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"167","第二章.docx","96","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","When virtual assets such as Bitcoin are used to finance terrorism, which strategy can make the assets more difficult for law enforcement to seize?","Use self-hosted wallets to create many donation addresses and change them frequently.","Publish a donation address linked to an account at a centralized virtual asset service provider.","Use the same donation address across multiple campaigns and media channels.","Establish a relationship with a virtual asset service provider that has a strong KYC program.","","","A","A","A","术语统一、机器翻译改写与语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"168","第二章.docx","51","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","Which two methods can be used to structure casino-related transactions? (Choose two.)","Playing at the same game","Purchase of chips at multiple gaming tables","Use of third parties to conduct transactions","One time deposit of cash at a single gaming machine","","","BC","BC","BC","术语统一、机器翻译改写与语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"169","第二章.docx","86","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","In reviewing recent transaction activity, a compliance officer for a money transmitter notices that several customers are each remitting the same amount of money but much more frequently. How should the institution respond?","File a suspicious transaction report","Instruct the tellers not to process remittances for these customers in the future","Conduct further investigation to determine whether this is truly suspicious activity","Immediately contact the customers and ask them why they are remitting money more often","","","C","C","C","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"170","第二章.docx","25","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","According to the Financial Crimes Enforcement Network, after an initial suspicious activity report has been filed for a customer, a financial institution must perform a continuing review of the account for a period of how many days?","30 days","60 days","90 days","120 days","","","C","C","C","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"171","第二章.docx","173","高","已确认","A→A;B→B;C→C;D→D;E→E","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","Which of the following are predicate crimes related to money laundering? (Please select three)","Armed robbery of shops","Tax evasion","Human trafficking","tax avoidance","Drug trade","","BCE","BCE","BCE","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"172","第二章.docx","174","高","已确认","A→A;B→B;C→C;D→D;E→E","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","Which of the following are the possible macroeconomic consequences of uncontrolled money laundering activities? (Please select three)","weakening the legitimate private financial sector","Rising unemployment rate","Increased inflationary pressures","Loss of tax revenue","exposure to international sanctions","","ADE","ADE","ADE","格式规范与轻度语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"173","第二章.docx","175","低","待人工确认","A→A;B→B;C→C;D→D","题干及B-D选项与中文第二章第175题一致；英文原文A为空，本审核表依据该中文同题补译A，但原英文缺项仍需人工确认。","Which of the following are key risks associated with providing correspondent banking services? (Choose three.)","The customer is located in a jurisdiction with weak financial crime standards or inadequate supervision, which may present elevated money laundering and terrorist financing risk.","In some jurisdictions, merchant POS terminals can be used to obtain cash by making an inflated purchase and receiving cash back; anonymous instruments or third-party transfers may obscure the source or owner of the funds.","The customer operates in high-risk sectors or offers high-risk products and services, such as cross-border payments, products available to noncustomers, or services with opaque payment flows.","A substantial share of the customer's revenue comes from customers whose business activities or jurisdictions present elevated risk.","","","ACD","ACD","ACD","术语统一、机器翻译改写与语言润色；含人工确认项","高：原英文选项A缺失且当前答案ACD包含A；现已依据中文同题补译A以便审核执行，当前及建议答案ACD不变。","proposed_A依据已核对的中文第二章第175题补译；保持低置信和待人工确认，后台修改前应再次核对权威原题。"
"174","第二章.docx","176","高","已确认","A→A;B→B;C→C;D→D;E→E","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","Which three services are commonly provided by money services businesses (MSBs)? (Choose three.)","International electronic funds transfers.","Advice on high-interest current accounts.","Issuance of traveler's checks or money orders.","Foreign currency exchange.","Printing currency or banknotes.","","ACD","ACD","ACD","术语统一、机器翻译改写与语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"175","第二章.docx","177","高","已确认","A→A;B→B;C→C;D→D","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","According to FATF guidance on the risk-based approach for the life insurance sector, which two situations are money laundering red flags involving third parties in life insurance products? (Choose two.)","The customer engages a lawyer to assist with the policy.","The insurer frequently receives payments from a third party with no apparent relationship to the policyholder.","The customer designates an apparently unrelated third party as the beneficiary.","The customer transfers the policy to an insurer unrelated to the original insurer.","","","BC","BC","BC","术语统一、机器翻译改写与语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"176","第二章.docx","178","高","已确认","A→A;B→B;C→C;D→D;E→E","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","Which three scenarios are common money laundering red flags in the operation of legitimate money services businesses (MSBs)? (Choose three.)","A customer sends the same amount at the same or similar time repeatedly.","A customer insists on dealing only with a particular MSB employee.","A customer is related to the recipient of a remittance.","A customer exchanges several large-denomination notes for smaller notes.","A customer conducts cash transactions at multiple MSB branches on the same day.","","ABE","ABE","ABE","术语统一、机器翻译改写与语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
"177","第二章.docx","179","高","已确认","A→A;B→B;C→C;D→D;E→E","The English and Chinese question stems, option meanings, answer, and analysis describe the same question; option order is unchanged.","Which two activities are money laundering red flags for life insurance companies? (Choose two.)","A high-premium life insurance policy that provides a high benefit.","An individual holds multiple insurance policies.","A customer frequently changes a policy and is willing to incur penalties.","An individual pays premiums two years in advance.","Benefits are paid to an elderly person.","","CD","CD","CD","术语统一、机器翻译改写与语言润色","低：仅作语言、术语和格式润色；建议答案与已确认的中文映射一致。","已逐项核对题干、选项、答案及中文解析；保留英文选项顺序。"
