current_question_number,mapping_source_file,mapping_source_number,mapping_confidence,mapping_status,option_mapping,mapping_reason,proposed_question,proposed_A,proposed_B,proposed_C,proposed_D,proposed_E,proposed_F,current_answer,chinese_answer,proposed_answer,change_type,answer_analysis_risk,agent_notes
161,第四章.docx,96,高,已确认,A→A; B→B; C→C; D→D,题干主题、全部选项语义、选项数量及答案结构均与候选中文题一致；选项顺序一致。,"The bank's internal financial intelligence unit (FIU) has reviewed activity related to a politically exposed person (PEP); the activity in the account contains a large, round number, one-time wire to an obscure organization. Which would not be a sufficient reason to file a SAR/STR?",Beneficiary is largely unknown,Maintain the bank's reputation,Wire is a large amount,Customer activity is unreasonable,,,B,B,B,格式、拼写与语言润色,未发现明显答案或解析风险。,保持英文选项字母及顺序；建议内容不含题号或题型标签。
162,第四章.docx,97,高,已确认,A→A; B→B; C→C; D→D,题干主题、全部选项语义、选项数量及答案结构均与候选中文题一致；选项顺序一致。,A compliance officer is reviewing the activities of the wire transfer department last month and identifying abnormal wire transfers from customers' accounts. What information should be included in the review of customer activities?,Records of recent deposit activities,Telephone and Internet-initiated wire transfer requests,The total number of wire transfers per month exceeding the previous year.,Is wire transfer handled through correspondent bank?,,,A,A,A,无需实质修改,未发现明显答案或解析风险。,保持英文选项字母及顺序；建议内容不含题号或题型标签。
163,第四章.docx,98,高,已确认,A→A; B→B; C→C; D→D,题干主题、全部选项语义、选项数量及答案结构均与候选中文题一致；选项顺序一致。,"A bank has opened a new account for a well-known attorney to manage client funds. During the first six months, bank staff observe the account receives multiple deposits via wire transfer. They also observe that the attorney withdraws cash, makes payments to various people, and transfers funds to the law firm's account online. What is considered a red flag for potential money laundering in this situation?",Withdrawing cash,Making payment to various people,Receiving multiple deposits via wire transfer,Transferring funds to his law firm's account online,,,C,C,C,无需实质修改,未发现明显答案或解析风险。,保持英文选项字母及顺序；建议内容不含题号或题型标签。
164,第四章.docx,99,高,已确认,A→A; B→B; C→C; D→D,题干主题、全部选项语义、选项数量及答案结构均与候选中文题一致；选项顺序一致。,The bank received a wire transfer involving the sale of equipment to the sanctioned company. The bank operation team deletes the information related to the sanctioned company and allows wire transfer processing. What kind of activity is this description?,U-turn payment,Covering up improper payment,Stratification,Wire transfer stripping,,,D,D,D,无需实质修改,未发现明显答案或解析风险。,保持英文选项字母及顺序；建议内容不含题号或题型标签。
165,第四章.docx,100,高,已确认,A→A; B→B; C→C; D→D,题干主题、全部选项语义、选项数量及答案结构均与候选中文题一致；选项顺序一致。,A bank receives an anonymous tip from an employee about another employee through its confidential hotline. Which activity warrants further review?,A mortgage officer works with home loan applicants to resolve adverse credit issues,An employee in bookkeeping accepts funds transfer requests from customers via telephone,An employee in accounting works with customers to help understand how to reduce service charges,A teller distributes bank brochures to customers who regularly conduct cash transactions below reporting limits,,,B,B,B,格式、拼写与语言润色,未发现明显答案或解析风险。,保持英文选项字母及顺序；建议内容不含题号或题型标签。
166,第四章.docx,101,高,已确认,A→A; B→B; C→C; D→D,题干主题、全部选项语义、选项数量及答案结构均与候选中文题一致；选项顺序一致。,A bank employee reviews wire transactions looking for indications of wire stripping. Which two actions should the employee take to complete appropriate bank procedures? (Choose two.),Compare the wire transaction as it enters and after it leaves the bank,Check for suspicious phrases usually used to conceal originator or beneficiary identity,Identify large incoming wire transactions received on behalf of a foreign client with no explicit reason,Identify wire transaction activity to or from a financial institution located in a higher risk jurisdiction,,,AB,AB,AB,格式、拼写与语言润色,未发现明显答案或解析风险。,保持英文选项字母及顺序；建议内容不含题号或题型标签。
167,第四章.docx,103,高,已确认,A→A; B→B; C→C; D→D,题干主题、全部选项语义、选项数量及答案结构均与候选中文题一致；选项顺序一致。,"In the summer, an institution identifies anti-money laundering concerns regarding a customer's account activity. The customer, an ice cream parlor, has deposited a lot of checks drawn on banks in foreign countries, sent large number of high-value international wires to different countries, made cash deposits of a few hundred dollars every few days and written multiple checks for a few hundred dollars to the same dozen payees every two weeks. Which two transaction types warrant investigation? (Choose two.)",Regular cash deposits,The wires to foreign countries,Repeated checks to the same payees,Checks drawn on banks in foreign countries,,,BD,BD,BD,格式、拼写与语言润色,未发现明显答案或解析风险。,保持英文选项字母及顺序；建议内容不含题号或题型标签。
168,第四章.docx,104,高,已确认,A→A; B→B; C→C; D→D,题干主题、全部选项语义、选项数量及答案结构均与候选中文题一致；选项顺序一致。,"A customer living in a high-risk jurisdiction makes frequent, large cash deposits at a bank. The same customer sends small wire transfers to unrelated parties in other high-risk jurisdictions. What are two red flags that may indicate money laundering? (Choose two.)",The bank allows cash deposits,The client resides in a high-risk jurisdiction,Wire transfers are to high-risk jurisdiction,Large cash deposits are from a high-risk jurisdiction,,,CD,CD,CD,格式、拼写与语言润色,未发现明显答案或解析风险。,保持英文选项字母及顺序；建议内容不含题号或题型标签。
169,第四章.docx,105,高,已确认,A→A; B→B; C→C; D→D,题干主题、全部选项语义、选项数量及答案结构均与候选中文题一致；选项顺序一致。,A bank maintains a relationship with a customer who owns a small bakery business. Which customer action indicates potential money laundering?,The customer continually makes regular cash deposits,The customer has multiple bank accounts at several locations,The customer purchased property insurance that is twice the value of the business,The customer recently wired a large amount to a foreign jurisdiction where family is located,,,B,B,B,格式、拼写与语言润色,未发现明显答案或解析风险。,保持英文选项字母及顺序；建议内容不含题号或题型标签。
170,第四章.docx,106,高,已确认,A→A; B→B; C→C; D→D,题干主题、全部选项语义、选项数量及答案结构均与候选中文题一致；选项顺序一致。,"A periodic review of the account of a small household goods business reveals multiple shipments of goods to a country classified by the bank as high risk. They were transshipped through another country prior to the final destination. In the past three months, volumes over 25,000 units. The business has been a customer of a bank for 10 years. Records show previous shipments to destinations primarily in Europe involving quantities of 5,000 units or less. Recent shipments are listed as being received by the same company as the earlier shipments and payments are being received from the same originator, but the unit price of the goods is three times higher than before. Which two red flags indicate potential trade-based money laundering? (Choose two.)",The shipments of the same goods are now going to a different location.,The goods are transshipped through one or more jurisdictions for no apparent economic reason.,The size of the shipments appear inconsistent with the exporter's previous business activities.,"The goods are shipped to a jurisdiction that the bank classifies as ""high risk"" for money laundering activities.",,,BC,BC,BC,格式、拼写与语言润色,未发现明显答案或解析风险。,保持英文选项字母及顺序；建议内容不含题号或题型标签。
171,第四章.docx,195,高,已确认,A→A; B→B; C→C; D→D,题干主题、全部选项语义、选项数量及答案结构均与候选中文题一致；选项顺序一致。,"An employee in a corporation's finance department hears news of an internal investigation into potential fraud within the company, quits their job, and disappears. If they had been observed before their resignation, which characteristics of the employee would have been considered red flags?(Choose two.)",The employee was constantly evasive about the reasons for leaving their previous corporate finance job.,The employee was originally from a high-risk jurisdiction.,The employee had friends in high-risk industries.,The employee had a lavish lifestyle for their income.,,,AD,AD,AD,格式、拼写与语言润色,未发现明显答案或解析风险。,保持英文选项字母及顺序；建议内容不含题号或题型标签。
172,第四章.docx,107,高,已确认,A→A; B→B; C→C; D→D,题干主题、全部选项语义、选项数量及答案结构均与候选中文题一致；选项顺序一致。,Which unusual or suspicious activity by a financial institution's (FI's) employee requires additional investigation and scrutiny?,The employee avoids taking periodic vacations despite having accrued vacation time.,The employee assists with transactions of a disclosed ultimate beneficiary.,The employee lives a lavish lifestyle within their means.,The employee is involved in a minimal number of unresolved exceptions.,,,A,A,A,无需实质修改,未发现明显答案或解析风险。,保持英文选项字母及顺序；建议内容不含题号或题型标签。
173,第四章.docx,108,高,已确认,A→A; B→B; C→C; D→D,题干主题、全部选项语义、选项数量及答案结构均与候选中文题一致；选项顺序一致。,Which of the following employee behaviors would not trigger an AML red flag?,An employee generates high earnings on investments made on the stock market.,An employee is involved in an excessive number of unresolved exceptions.,An employee uses company resources to further private interests.,An employee lives a lavish lifestyle that could not be supported by his or her salary.,,,A,A,A,无需实质修改,未发现明显答案或解析风险。,保持英文选项字母及顺序；建议内容不含题号或题型标签。
174,第四章.docx,109,高,已确认,A→A; B→B; C→C; D→D,题干主题、全部选项语义、选项数量及答案结构均与候选中文题一致；选项顺序一致。,An anti-money laundering officer is conducting employee reviews. Which employee action warrants enhanced due diligence?,The teller reviews customer profiles and makes notations of personal information to reportedly become familiar with bank customers.,The private banker has recently taken long vacations which caused staff members to fall behind in their work to help cover bank duties.,The branch manager reviews the daily hold report and releases holds on non-cash items once the bank receives credit from the paying bank.,The bank chief executive officer lives in a lavish home and has requested the board to approve a membership payment at an exclusive country club.,,,D,D,D,无需实质修改,未发现明显答案或解析风险。,保持英文选项字母及顺序；建议内容不含题号或题型标签。
175,第四章.docx,110,高,已确认,A→A; B→B; C→C; D→D; E→E,题干主题、全部选项语义、选项数量及答案结构均与候选中文题一致；选项顺序一致。,Which are red flags indicating potential engagement of a bank employee in money laundering? (Choose two.),Providing longer than usual services for a certain customer.,Lavish lifestyle that cannot be supported by an employee's salary.,Reluctance to take a vacation when the employee has sufficient leave.,Failure to meet business goals for more than one period.,"Maintaining friendships with customers and going to restaurants, games, and other events.",,BC,BC,BC,格式、拼写与语言润色,未发现明显答案或解析风险。,保持英文选项字母及顺序；建议内容不含题号或题型标签。
176,第四章.docx,196,高,已确认,A→A; B→B; C→C; D→D; E→E,题干主题、全部选项语义、选项数量及答案结构均与候选中文题一致；选项顺序一致。,Money laundering red flags associated with money service businesses include: (Choose two.),cash payments on insurance policies by a third party.,the same customer conducts transactions in multiple locations in a short time period.,repeated receipt of funds transfers from virtual currency exchanges.,an employee lives a lavish lifestyle supported by his or her salary.,two or more customers use the same identification for separate and unrelated transactions.,,BE,BE,BE,格式、拼写与语言润色,未发现明显答案或解析风险。,保持英文选项字母及顺序；建议内容不含题号或题型标签。
177,第四章.docx,111,高,已确认,A→A; B→B; C→C; D→D; E→E,题干主题、全部选项语义、选项数量及答案结构均与候选中文题一致；选项顺序一致。,A newly appointed AML officer at a U.S. money services business (MSB) is drafting procedures identifying activity that requires further review. Which two activities should be included? (Choose two.),A customer visits multiple MSB branches on the same day to transfer funds internationally,"A customer uses a debit card and government-issued identification to purchase several money orders totaling more than $10,000 in one day",A customer sends funds to a family member in a high-risk jurisdiction experiencing civil unrest,"A customer purchases multiple $250 money orders totaling $2,000","A customer repeatedly attempts to purchase money orders for less than $3,000 in cash on the same day",,AE,AE,AE,机翻改写与专业润色,未发现明显答案或解析风险。,保持英文选项字母及顺序；建议内容不含题号或题型标签。
178,第四章.docx,113,高,已确认,A→A; B→B; C→C; D→D,题干主题、全部选项语义、选项数量及答案结构均与候选中文题一致；选项顺序一致。,"A small money transmitter operates several agent locations in one U.S. region and primarily serves immigrants from Country A who send remittances home. An agent reports that two new customers visit three times each week and send transfers totaling $8,000 to the same recipient in Country B. Which behavior should alert the agent to possible money laundering?",They always transfer money to the same person,They come three times a week to process the remittance,It is abnormal for the client of this proxy station to remit money to Country B,The amount of each remittance is slightly lower than the required reporting limit,,,D,D,D,机翻改写与专业润色,未发现明显答案或解析风险。,保持英文选项字母及顺序；建议内容不含题号或题型标签。
179,第四章.docx,197,高,已确认,A→A; B→B; C→C; D→D; E→E,题干主题、全部选项语义、选项数量及答案结构均与候选中文题一致；选项顺序一致。,"A financial institution (FI) is conducting a complex investigation of unusual patterns of activity involving multiple businesses, triggered by an automated monitoring system alert. Which techniques would be most efficient for conducting the investigation? (Choose two.)","Perform a control and ownership assessment of the businesses involved, using the information available in the client files.",Contact local law enforcement and request that they assist in the analysis and investigation.,Contact the account manager and ask for the reasons behind the patterns of activity highlighted in the AML alerts.,Review the information presented in the automated monitoring system's alert description and decline any future transactions.,Use social media platforms to connect with the businesses and request details about the account activity.,,AC,AC,AC,格式、拼写与语言润色,未发现明显答案或解析风险。,保持英文选项字母及顺序；建议内容不含题号或题型标签。
180,第四章.docx,114,高,已确认,A→A; B→B; C→C; D→D,题干主题、全部选项语义、选项数量及答案结构均与候选中文题一致；选项顺序一致。,"Using customer files and expected activity information, financial institutions should be able to identify customer transactions, but it is difficult to:",It is of economic and reasonable significance,It is feasible in strategy.,Achieving viable profitability,Cross-validation,,,A,A,A,无需实质修改,未发现明显答案或解析风险。,保持英文选项字母及顺序；建议内容不含题号或题型标签。
181,第四章.docx,115,高,已确认,A→A; B→B; C→C; D→D,题干主题、全部选项语义、选项数量及答案结构均与候选中文题一致；选项顺序一致。,"A popular restaurant in town has begun depositing less cash than it has in prior years. In a review of the customer's accounts, you notice that credit card receipts have increased with no explanation. The account officer discovers that the restaurant has installed a privately-owned automated teller machine (ATM) onsite and has begun construction of a patio dining area. Which red flag should trigger additional investigation?",Privately-owned ATM,Lower cash deposits,Increased credit card receipts,Construction of the new patio dining area,,,A,A,A,格式、拼写与语言润色,未发现明显答案或解析风险。,保持英文选项字母及顺序；建议内容不含题号或题型标签。
182,第四章.docx,116,高,已确认,A→A; B→B; C→C; D→D; E→E,题干主题、全部选项语义、选项数量及答案结构均与候选中文题一致；选项顺序一致。,Which methods are typically used to launder money using insurance companies? (Choose two.),The policy holder overpays the policy and moves the funds out of the policy despite paying early withdrawal penalties.,The policy holder enters a sibling as a beneficiary of the insurance policy rather than themselves.,The policy holder purchases a bond and redeems it at a discount prior to its full term.,The policy holder uses an offshore company to pay the insurance installments.,The policy holder is strongly interested in how many costs are incurred when taking out an insurance policy.,,AD,AD,AD,格式、拼写与语言润色,未发现明显答案或解析风险。,保持英文选项字母及顺序；建议内容不含题号或题型标签。
183,第四章.docx,117,高,已确认,A→A; B→B; C→C; D→D,题干主题、全部选项语义、选项数量及答案结构均与候选中文题一致；选项顺序一致。,"According to FATF, FIs should exit the relationship with a client in which case?",The client is a politically exposed person (PEP),There is a change in ownership structure,The country of incorporation has been elevated to high-risk,The client refuses to update information,,,D,D,D,无需实质修改,未发现明显答案或解析风险。,保持英文选项字母及顺序；建议内容不含题号或题型标签。
184,第四章.docx,118,高,已确认,A→A; B→B; C→C; D→D,题干主题、全部选项语义、选项数量及答案结构均与候选中文题一致；选项顺序一致。,"A customer opens a corporate account with a broker-dealer on behalf of several beneficial owners and states a long-term investment objective. The customer deposits $25.5 million, transfers $5 million to an overseas bank three days later, and soon begins purchasing pesos repeatedly. The compliance officer receives an inquiry about the movement of funds, and the account is depleted within one month. Which two red flags should prompt action? (Choose two.)",The new account deposit is $25.5 million,A corporate account is opened on behalf of several beneficial owners,The compliance officer receives the query regarding the movement of funds,The customer's stated investment goal is not reflective of account activity,,,CD,CD,CD,机翻改写与专业润色,未发现明显答案或解析风险。,保持英文选项字母及顺序；建议内容不含题号或题型标签。
185,第四章.docx,119,高,已确认,A→A; B→B; C→C; D→D,题干主题、全部选项语义、选项数量及答案结构均与候选中文题一致；选项顺序一致。,Which red flag indicates high potential for money laundering in a real estate purchase?,The purchaser is a nominee,The purchaser had a previous bankruptcy,The purchaser owns a cash intensive business,The purchaser is not a resident where the property is located,,,A,A,A,无需实质修改,未发现明显答案或解析风险。,保持英文选项字母及顺序；建议内容不含题号或题型标签。
186,第四章.docx,120,高,已确认,A→A; B→B; C→C; D→D,题干主题、全部选项语义、选项数量及答案结构均与候选中文题一致；选项顺序一致。,Which scenario should be escalated as potentially suspicious activity?,A retail chain deposits cash into several operating accounts and consolidates the funds into one account.,A domestic business account receives a wire transfer from an international business with no history of such activity or business needs.,A convenience store makes daily deposits or withdrawals primarily in cash.,A corporate account deposits large checks and wire transfers on a frequent basis from existing customers.,,,B,B,B,无需实质修改,未发现明显答案或解析风险。,保持英文选项字母及顺序；建议内容不含题号或题型标签。
187,第四章.docx,121,高,已确认,A→A; B→B; C→C; D→D,题干主题、全部选项语义、选项数量及答案结构均与候选中文题一致；选项顺序一致。,A bank provides trade financing for a company whose primary export is steel. Which action by the company indicates possible money laundering?,The company often deals with foreign currency exchanges.,The company regularly understates the value of goods exported.,The company frequently sells above or below its competitors' price.,The company frequently transfers funds to other bank accounts located in other jurisdictions.,,,B,B,B,无需实质修改,未发现明显答案或解析风险。,保持英文选项字母及顺序；建议内容不含题号或题型标签。
188,第四章.docx,122,高,已确认,A→A; B→B; C→C; D→D,题干主题、全部选项语义、选项数量及答案结构均与候选中文题一致；选项顺序一致。,"A wholesale used-car dealer regularly ships vehicles internationally. Over four months, the customer receives wire transfers totaling $1.25 million from a dealer in Benin, all in $50,000 increments. Account debits go to various transport companies, and supporting shipping receipts identify vehicles but cannot readily be matched to the incoming wires. Which activity is suspicious?",The shipping receipts identify the vehicles,The customer regularly ships vehicles internationally,"The incoming wires are in large, even-dollar amounts",Account debits are payable to transport companies,,,C,C,C,机翻改写与专业润色,未发现明显答案或解析风险。,保持英文选项字母及顺序；建议内容不含题号或题型标签。
189,第四章.docx,123,高,已确认,A→A; B→B; C→C; D→D,题干主题、全部选项语义、选项数量及答案结构均与候选中文题一致；选项顺序一致。,"A high-volume dealer of precious metals and stones in a high-risk jurisdiction is approached by a new customer interested in selling gold worth $200,000. The customer was referred by a longtime family friend of the dealer and provides no indication of background or business purpose for the sale. The dealer agrees to make the purchase based solely on the reference. What is the money laundering red flag?",The customer was referred by a longtime friend of the dealer,The precious metals dealer is operating in a high-risk jurisdiction,"A new customer is selling gold worth $200,000 to a high volume dealer",The customer provides no background information or business purpose for the transaction,,,D,D,D,格式、拼写与语言润色,未发现明显答案或解析风险。,保持英文选项字母及顺序；建议内容不含题号或题型标签。
190,第四章.docx,124,高,已确认,A→A; B→B; C→C; D→D,题干主题、全部选项语义、选项数量及答案结构均与候选中文题一致；选项顺序一致。,"An automotive parts company in South America sends multiple $500,000 wire transfers per week to ABC Holdings Ltd. in Asia referencing payment for silk flower shipments. Research reveals Sunrise Holdings, Ltd is registered in the British Virgin Islands with no available ownership information. What are two red flags that indicate how trade-based money laundering could be occurring in this instance? (Choose two.)",The transaction involves the use of front (or shell) companies,The packaging is inconsistent with the commodity or shipping method,Significant discrepancies appear between the description of the commodity on the bill of lading and the invoice,The type of commodity being shipped appears inconsistent with the exporter or importer's regular business activities,,,AD,AD,AD,格式、拼写与语言润色,未发现明显答案或解析风险。,保持英文选项字母及顺序；建议内容不含题号或题型标签。
191,第四章.docx,125,高,已确认,A→A; B→B; C→C; D→D,题干主题、全部选项语义、选项数量及答案结构均与候选中文题一致；选项顺序一致。,A bank compliance officer has implemented enhanced monitoring rules that have identified some unusual activity that may be indicative of human trafficking. Which red flag should prompt additional transactional review?,Wire transfer activity from countries with significant migrant populations,Cash deposits that occur in cities where the customer resides and conducts business,Cash deposits that occur in cities where the customer does not reside or conduct business,Cash deposits that occur in cities where the customer does not reside or conduct business followed by same-day withdrawals,,,D,D,D,无需实质修改,未发现明显答案或解析风险。,保持英文选项字母及顺序；建议内容不含题号或题型标签。
192,第四章.docx,126,高,已确认,A→A; B→B; C→C; D→D; E→E,题干主题、全部选项语义、选项数量及答案结构均与候选中文题一致；选项顺序一致。,"A new business opened an account at a bank. After a month of activity, the account is referred to AML Investigations for potential human trafficking activity. Which red flags most likely triggered the referral? (Choose two.)",Trade in large volumes conducted with countries that are part of the diamond pipeline,Multiple purchases of virtual currency at or just below the reporting threshold,Conducting the businesses transactions online without visiting a branch,Several lodging and food payments made on the same day at unusual hours for a business,Several cash deposits along the country's border that are quickly withdrawn by third parties,,DE,DE,DE,格式、拼写与语言润色,未发现明显答案或解析风险。,保持英文选项字母及顺序；建议内容不含题号或题型标签。
193,第四章.docx,199,高,已确认,A→A; B→B; C→C; D→D,题干主题、全部选项语义、选项数量及答案结构均与候选中文题一致；选项顺序一致。,An AML specialist has been asked to establish a compliance program to detect and prevent money laundering and terrorist financing. Which two similarities between money laundering and terrorist financing should be considered when developing the program? (Choose two.),Funds used for both money laundering and terrorist financing originate from illegal sources,Both use practices designed to conceal the nature of the funds,The sources and ultimate disposition of the funds are similar,Both use similar techniques to move funds,,,BD,BD,BD,机翻改写与专业润色,未发现明显答案或解析风险。,保持英文选项字母及顺序；建议内容不含题号或题型标签。
194,第四章.docx,127,高,已确认,A→A; B→B; C→C; D→D,题干主题、全部选项语义、选项数量及答案结构均与候选中文题一致；选项顺序一致。,A bank has maintained an account for a European charity for several years. The charity provides clothing to persons in need in various countries with active terrorists' cells. Which action by the charity indicates possible terrorist financing?,The charity frequently withdraws cash from the bank,The charity has branch locations located in various countries,The charity receives cash donations primarily from European countries,The charity maintains a bank account for non-business- related expenses,,,A,A,A,格式、拼写与语言润色,未发现明显答案或解析风险。,保持英文选项字母及顺序；建议内容不含题号或题型标签。
195,第四章.docx,200,高,已确认,A→A; B→B; C→C; D→D,题干主题、全部选项语义、选项数量及答案结构均与候选中文题一致；选项顺序一致。,Customers of a telecommunications company receive an email claiming there is a problem with their latest order. A link directs them to a fake company website that requests personal information. What type of cybercrime has occurred?,Malware,Cryptojacking,Spear phishing,Tumbling,,,C,C,C,机翻改写与专业润色,题干描述面向多个客户的仿冒邮件和网站，通常更接近phishing；当前选项中仅有spear phishing。答案C是否为原题设定需复核。,保持英文选项字母及顺序；建议内容不含题号或题型标签。
196,第四章.docx,128,高,已确认,A→A; B→B; C→C; D→D,题干主题、全部选项语义、选项数量及答案结构均与候选中文题一致；选项顺序一致。,"An employee of a financial institution (FI) receives an email from a client directing the employee to transfer funds from the client's account to another account overseas. The bank employee complies, but later, the FI discovers the email did not come from the client. Which type of cyber-enabled crime occurred?",Phishing,Spear phishing,Spoofing,Ransomware,,,C,C,C,格式、拼写与语言润色,未发现明显答案或解析风险。,保持英文选项字母及顺序；建议内容不含题号或题型标签。
197,第四章.docx,129,高,已确认,A→A; B→B; C→C; D→D,题干主题、全部选项语义、选项数量及答案结构均与候选中文题一致；选项顺序一致。,The process of sending mass emails to unsuspecting customers to obtain personal identifiable information via trickery is known as:,Spear phishing,Voice phishing,Bulk phishing,SMS phishing,,,C,C,C,无需实质修改,未发现明显答案或解析风险。,保持英文选项字母及顺序；建议内容不含题号或题型标签。
198,第四章.docx,130,高,已确认,A→A; B→B; C→C; D→D,题干主题、全部选项语义、选项数量及答案结构均与候选中文题一致；选项顺序一致。,Which scenario represents an emerging risk associated with cyber-enabled fraud?,Multiple individuals collude to place funds in financial markets,A joint account receives incoming wire transfers,The account name does not match government-issued identification,The account frequently conducts transactions in round-dollar amounts,,,C,C,C,机翻改写与专业润色,未发现明显答案或解析风险。,保持英文选项字母及顺序；建议内容不含题号或题型标签。
199,第四章.docx,131,中,待人工确认,A→A; B→B; C→C; D→D; E→E; F→F,当前答案ABD与中文答案ABC冲突。C为快递送达的纸质重复发票，并非网络钓鱼；ABD更符合题干，但必须核对权威答案。,Which three activities could represent a spear-phishing scam? (Choose three.),Members of a religious organization receive an emailed donation request that purports to come from their leader,The payroll department receives an external email purportedly from an employee requesting a change to bank account details,A courier delivers a duplicate supplier invoice containing updated payment instructions,An employee receives an email asking the recipient to download an attachment that contains malware,An employee receives a telephone call requesting money to assist someone in distress,A business emails its employees instructing them to change their passwords to prevent cyber fraud,ABD,ABC,ABD,机翻改写与专业润色,当前答案ABD与中文答案ABC冲突。C为快递送达的纸质重复发票，并非网络钓鱼；ABD更符合题干，但必须核对权威答案。,保持英文选项字母及顺序；建议内容不含题号或题型标签。 因中文答案可信度不足，建议答案暂保留当前ABD。
200,第四章.docx,112,低,待人工确认,A→A; B→B; C→C; D→D,中英文候选题的国家、金额、频率和报送/记录门槛均不同，仅核心风险模式相似；不得依据中文题重构英文事实。,"A small U.S. money transmitter operates several agent locations in the same area and primarily serves immigrants from Country A who remit funds home. Two new customers have begun visiting three times a week and sending exactly $8,000 in cash to the same recipient in Country B. Which fact should alert the agent to possible money laundering?",They remit funds to the same person,They have been coming in three times a week,It is unusual for customers to remit to Country B,Each of their transactions is just below the cash reporting threshold,,,D,D,D,机翻改写与专业润色,中英文候选题的国家、金额、频率和报送/记录门槛均不同，仅核心风险模式相似；不得依据中文题重构英文事实。,保持英文选项字母及顺序；建议内容不含题号或题型标签。 本题只润色当前英文，不采用中文候选中的具体事实。
201,第四章.docx,79,高,已确认,A→A; B→B; C→C; D→D,题干主题、全部选项语义、选项数量及答案结构均与候选中文题一致；选项顺序一致。,Which is a primary purpose of imposing economic sanctions?,Preventing depletion of natural resources,Changing the behavior of the country,Minimizing the export of trade goods,Promoting competition of domestic technology,,,B,B,B,无需实质修改,未发现明显答案或解析风险。,保持英文选项字母及顺序；建议内容不含题号或题型标签。
202,第四章.docx,138,高,已确认,A→A; B→B; C→C; D→D,题干主题、全部选项语义、选项数量及答案结构均与候选中文题一致；选项顺序一致。,"After several months of market research, a bank launches a branded prepaid card aimed primarily at its non-resident customers. The marketing, business development, credit, and risk functions participate in the project, but the AML compliance officer is consulted only after launch. At what stage should AML compliance have been involved?",Consulting with the Legal Department after product development,Evaluating the product after development is completed,Preparing relevant reports for the board during the product development phase,Conducting risk assessments of the product during the development process,,,D,D,D,机翻改写与专业润色,未发现明显答案或解析风险。,保持英文选项字母及顺序；建议内容不含题号或题型标签。
203,第四章.docx,197,高,已确认,A→A; B→B; C→C; D→D; E→E,题干主题、全部选项语义、选项数量及答案结构均与候选中文题一致；选项顺序一致。,A financial institution (FI) is conducting a complex investigation into unusual transaction patterns involving multiple businesses after an automated monitoring alert. Which two techniques would be most effective? (Choose two.),Assess the control and ownership of the businesses involved using information in the customer files,Contact local law enforcement and request assistance with the analysis and investigation,Contact the account manager to determine the reason for the transaction pattern highlighted in the AML alert,Review the automated monitoring alert narrative and decline all future transactions,Contact the businesses through social media and request detailed information about their account activity,,AC,AC,AC,机翻改写与专业润色,未发现明显答案或解析风险。,保持英文选项字母及顺序；建议内容不含题号或题型标签。
204,第四章.docx,133,高,已确认,A→A; B→B; C→C; D→D; E→E,题干主题、全部选项语义、选项数量及答案结构均与候选中文题一致；选项顺序一致。,Which three changes at a financial institution (FI) should trigger a reassessment of its inherent AML risk exposure? (Choose three.),Launching new products or services,Restructuring the FI's risk management and compliance functions,Changing the managers responsible for product lines and sales strategies,Adopting new technology to deliver existing products,Undertaking a merger or acquisition,,ABE,ABE,ABE,机翻改写与专业润色,未发现明显答案或解析风险。,保持英文选项字母及顺序；建议内容不含题号或题型标签。
205,第四章.docx,163,高,已确认,A→A; B→B; C→C; D→D; E→E,题干主题、全部选项语义、选项数量及答案结构均与候选中文题一致；选项顺序一致。,Which two statements correctly describe the purpose of a Risk Appetite Statement (RAS) and its relationship to organizational controls? (Choose two.),It formally states management's risk appetite and provides the board with risk-assessment information,It defines the expected level of risk exposure only in qualitative terms and covers every compliance area,It sets risk-tolerance limits using quantitative and qualitative measures to prevent the business from assuming risk beyond the organization's tolerance,"It is a management-approved policy that defines the organization's risk tolerance in alignment with its strategic objectives, risk profile, and risk-management capabilities",It sets limits solely on the basis of residual risk and is therefore directly tied to the effectiveness of internal controls,,CD,CD,CD,机翻改写与专业润色,与本章第84题及第208题高度重复，答案均为CD；建议人工确认是否保留重复题。,保持英文选项字母及顺序；建议内容不含题号或题型标签。 与本章其他RAS题高度重复，已标注去重风险。
206,第四章.docx,204,高,已确认,A→A; B→B; C→C; D→D,题干主题、全部选项语义、选项数量及答案结构均与候选中文题一致；选项顺序一致。,A relationship manager in a bank's corporate banking division requires specialized AML training tailored to the division's high-risk activities. Which two topics are most appropriate? (Choose two.),Money-laundering typologies related to monetary-instrument reporting,Applicable AML laws and regulations,Money-laundering typologies related to corporate lending,Best practices for regulatory examinations,,,BC,BC,BC,机翻改写与专业润色,未发现明显答案或解析风险。,保持英文选项字母及顺序；建议内容不含题号或题型标签。
